tus,erg,dau,det,a,b,c,keV
-395029.44444444444,69,1,1,0.005245,8.4154,64.54628,670.180325
-395029.44444444444,50,3,1,-0.002714,23.1905,0.891068,1153.631068
-394410.55555555556,23,3,3,-0.003606,24.6944,-0.866357,565.1972690000001
-394111.4166666667,302,4,3,0.002252,12.9039,14.2497,4116.618908
-393930.5833333333,1759,3,2,-0.005435,28.0135,-20.6767,32438.739565000003
-393930.5833333333,1798,3,3,-0.003606,24.6944,-0.866357,32742.17361900001
-393930.47222222225,1408,3,1,-0.002714,23.1905,0.891068,27272.707772000005
-393930.3888888889,451,1,1,0.005245,8.4154,64.54628,4926.729925
-393930.3611111111,885,2,1,0.006566,6.6033,84.98722,11071.563070000002
-393930.3611111111,33,4,1,0.00306,12.1257,37.1393,440.61974
-393930.27777777775,31,1,3,0.002895,10.5845,33.544,364.445595
-393927.05555555556,0,3,3,-0.003606,24.6944,-0.866357,-0.866357
-393895.8611111111,61,2,1,0.006566,6.6033,84.98722,512.220606
-393781.5833333333,1512,3,3,-0.003606,24.6944,-0.866357,29093.231179000002
-393781.47222222225,84,2,1,0.006566,6.6033,84.98722,685.994116
-393781.4166666667,87,2,2,0.004184,11.7314,29.3111,1081.611596
-392834.47222222225,16,3,2,-0.005435,28.0135,-20.6767,426.14794
-392834.47222222225,24,3,3,-0.003606,24.6944,-0.866357,589.7221870000001
-392617.05555555556,51,3,1,-0.002714,23.1905,0.891068,1176.547454
-392318.3333333333,1666,2,2,0.004184,11.7314,29.3111,31186.749804
-392263.22222222225,1587,2,2,0.004184,11.7314,29.3111,29184.735596
-392263.0833333333,581,2,1,0.006566,6.6033,84.98722,6137.930046
-392263.05555555556,92,2,3,0.004798,9.72422,47.9505,983.1890120000002
-391896.69444444444,72,4,2,0.001654,16.4206,-43.19642,1147.661116
-391896.6388888889,24,3,2,-0.005435,28.0135,-20.6767,648.5167400000001
-391891.3333333333,22,3,2,-0.005435,28.0135,-20.6767,592.98976
-391694.80555555556,21,1,2,-0.002817,22.3117,-7.48475,459.8186529999999
-391614.6388888889,172,2,3,0.004798,9.72422,47.9505,1862.460372
-391566.27777777775,22,3,2,-0.005435,28.0135,-20.6767,592.98976
-390803.25,53,4,3,0.002252,12.9039,14.2497,704.482268
-390292.47222222225,1537,4,2,0.001654,16.4206,-43.19642,29102.624106000003
-390128.22222222225,1607,3,1,-0.002714,23.1905,0.891068,30259.257982000006
-390128.1111111111,216,4,3,0.002252,12.9039,14.2497,2906.561412
-390121.19444444444,1607,3,3,-0.003606,24.6944,-0.866357,30370.723349000007
-390121.1388888889,1328,3,2,-0.005435,28.0135,-20.6767,27596.172260000003
-390070.0,30,1,2,-0.002817,22.3117,-7.48475,659.33095
-390034.1388888889,125,1,2,-0.002817,22.3117,-7.48475,2737.4621249999996
-390034.1111111111,81,1,1,0.005245,8.4154,64.54628,780.606125
-389984.19444444444,535,3,2,-0.005435,28.0135,-20.6767,13410.912925
-389539.1111111111,45,1,1,0.005245,8.4154,64.54628,453.860405
-389458.30555555556,1656,3,3,-0.003606,24.6944,-0.866357,31004.196427000006
-389458.19444444444,296,3,2,-0.005435,28.0135,-20.6767,7795.126340000001
-389458.1666666667,42,1,2,-0.002817,22.3117,-7.48475,924.6374619999999
-389458.1666666667,41,3,1,-0.002714,23.1905,0.891068,947.1393340000001
-389445.0,61,1,1,0.005245,8.4154,64.54628,597.402325
-388968.77777777775,230,1,2,-0.002817,22.3117,-7.48475,4975.18695
-388854.3888888889,137,3,3,-0.003606,24.6944,-0.866357,3314.5854290000007
-388597.6111111111,1625,3,2,-0.005435,28.0135,-20.6767,31149.463925
-388597.6111111111,1654,3,3,-0.003606,24.6944,-0.866357,30978.679347000005
-388443.3333333333,225,3,3,-0.003606,24.6944,-0.866357,5372.819893000001
-388427.25,44,2,2,0.004184,11.7314,29.3111,553.592924
-388374.69444444444,42,3,1,-0.002714,23.1905,0.891068,970.104572
-388336.02777777775,88,1,1,0.005245,8.4154,64.54628,845.71876
-388184.22222222225,1617,4,2,0.001654,16.4206,-43.19642,30833.609386
-387960.52777777775,1829,1,2,-0.002817,22.3117,-7.48475,31377.070652999995
-387960.3611111111,555,1,3,0.002895,10.5845,33.544,6799.673875
-387960.3611111111,830,1,1,0.005245,8.4154,64.54628,10662.60878
-387511.22222222225,42,4,2,0.001654,16.4206,-43.19642,649.386436
-387470.5,102,4,3,0.002252,12.9039,14.2497,1353.877308
-387133.44444444444,27,1,2,-0.002817,22.3117,-7.48475,592.877557
-386955.1388888889,1330,3,2,-0.005435,28.0135,-20.6767,27623.306800000002
-386693.19444444444,122,4,3,0.002252,12.9039,14.2497,1622.044268
-386286.19444444444,185,2,1,0.006566,6.6033,84.98722,1531.31907
-386172.25,1394,3,3,-0.003606,24.6944,-0.866357,27415.818227000003
-385778.3888888889,1147,3,2,-0.005435,28.0135,-20.6767,24960.472885000003
-385778.3888888889,1236,3,3,-0.003606,24.6944,-0.866357,25012.540267000004
-385642.8888888889,43,3,1,-0.002714,23.1905,0.891068,993.064382
-385488.52777777775,38,2,3,0.004798,9.72422,47.9505,424.399172
-385307.1666666667,2073,4,3,0.002252,12.9039,14.2497,36441.619308
-385307.1666666667,1846,1,2,-0.002817,22.3117,-7.48475,31580.377478
-385307.1666666667,2185,1,3,0.002895,10.5845,33.544,36982.057875000006
-385307.1666666667,1653,4,2,0.001654,16.4206,-43.19642,31619.459866
-385307.1111111111,1639,2,1,0.006566,6.6033,84.98722,28546.179606
-385307.05555555556,1375,3,1,-0.002714,23.1905,0.891068,26756.672318
-385307.02777777775,533,1,1,0.005245,8.4154,64.54628,6040.001284999999
-385307.02777777775,55,3,3,-0.003606,24.6944,-0.866357,1346.417493
-385307.0,214,2,2,0.004184,11.7314,29.3111,2731.441164
-385306.97222222225,114,3,2,-0.005435,28.0135,-20.6767,3102.22904
-385306.97222222225,963,4,1,0.00306,12.1257,37.1393,14551.93754
-385226.72222222225,42,4,2,0.001654,16.4206,-43.19642,649.386436
-385185.1111111111,40,3,3,-0.003606,24.6944,-0.866357,981.1400430000001
-384776.5,22,1,2,-0.002817,22.3117,-7.48475,482.00922199999997
-384555.4166666667,51,4,2,0.001654,16.4206,-43.19642,798.556234
-384410.6388888889,219,1,1,0.005245,8.4154,64.54628,2159.074325
-384297.0833333333,180,1,1,0.005245,8.4154,64.54628,1749.25628
-384236.8333333333,96,4,1,0.00306,12.1257,37.1393,1229.40746
-384165.97222222225,1674,2,3,0.004798,9.72422,47.9505,29771.615028
-383920.8611111111,1945,4,3,0.002252,12.9039,14.2497,33631.707500000004
-383920.6666666667,83,3,1,-0.002714,23.1905,0.891068,1907.0058219999999
-383701.25,128,3,1,-0.002714,23.1905,0.891068,2924.808892
-383243.6111111111,199,4,2,0.001654,16.4206,-43.19642,3290.003034
-383238.0,1884,4,3,0.002252,12.9039,14.2497,32318.572212
-383237.9166666667,1401,2,1,0.006566,6.6033,84.98722,22223.961886
-383237.8611111111,405,2,3,0.004798,9.72422,47.9505,4773.25155
-383237.8333333333,228,1,3,0.002895,10.5845,33.544,2597.30368
-382892.19444444444,412,4,1,0.00306,12.1257,37.1393,5552.344340000001
-382752.02777777775,215,4,3,0.002252,12.9039,14.2497,2892.6868999999997
-382624.44444444444,19,3,3,-0.003606,24.6944,-0.866357,467.0254770000001
-382624.3611111111,16,3,2,-0.005435,28.0135,-20.6767,426.14794
-382606.22222222225,34,1,3,0.002895,10.5845,33.544,396.76361999999995
-382606.22222222225,204,3,2,-0.005435,28.0135,-20.6767,5467.89434
-382529.47222222225,41,2,2,0.004184,11.7314,29.3111,517.331804
-381668.8888888889,283,3,2,-0.005435,28.0135,-20.6767,7471.860085
-381668.8611111111,39,1,3,0.002895,10.5845,33.544,450.742795
-381106.19444444444,58,1,3,0.002895,10.5845,33.544,657.1837800000001
-381068.8611111111,616,2,3,0.004798,9.72422,47.9505,7858.6999080000005
-381032.30555555556,372,4,1,0.00306,12.1257,37.1393,4971.35474
-380531.0,254,2,3,0.004798,9.72422,47.9505,2827.450148
-380497.44444444444,309,4,2,0.001654,16.4206,-43.19642,5188.694554
-380497.4166666667,647,4,1,0.00306,12.1257,37.1393,9163.410740000001
-379894.30555555556,41,2,2,0.004184,11.7314,29.3111,517.331804
-379736.1666666667,18,3,3,-0.003606,24.6944,-0.866357,442.46449900000005
-379420.52777777775,109,2,1,0.006566,6.6033,84.98722,882.7575659999999
-379252.22222222225,63,2,1,0.006566,6.6033,84.98722,527.055574
-378987.69444444444,235,3,3,-0.003606,24.6944,-0.866357,5603.176293
-378731.6666666667,1141,3,1,-0.002714,23.1905,0.891068,22927.946534
-378319.52777777775,1581,1,2,-0.002817,22.3117,-7.48475,28226.049612999996
-378077.3333333333,380,4,1,0.00306,12.1257,37.1393,5086.769299999999
-378077.30555555556,61,2,1,0.006566,6.6033,84.98722,512.220606
-378075.1111111111,50,1,3,0.002895,10.5845,33.544,570.0065
-378075.1111111111,20,3,1,-0.002714,23.1905,0.891068,463.615468
-377545.6111111111,1567,3,3,-0.003606,24.6944,-0.866357,29840.765109000007
-377545.6111111111,1625,3,1,-0.002714,23.1905,0.891068,30518.797318
-377545.55555555556,1316,3,2,-0.005435,28.0135,-20.6767,27432.451940000003
-377476.80555555556,1780,1,2,-0.002817,22.3117,-7.48475,30781.958449999995
-377476.80555555556,1965,1,3,0.002895,10.5845,33.544,32010.332875
-377476.69444444444,64,2,1,0.006566,6.6033,84.98722,534.492756
-376984.44444444444,1565,3,3,-0.003606,24.6944,-0.866357,29813.964293000005
-376984.3333333333,374,1,1,0.005245,8.4154,64.54628,3945.5555
-376971.52777777775,1491,2,2,0.004184,11.7314,29.3111,26822.199404
-376971.5,1588,4,1,0.00306,12.1257,37.1393,27009.287539999998
-376971.4166666667,416,2,3,0.004798,9.72422,47.9505,4923.548708
-376971.4166666667,184,4,2,0.001654,16.4206,-43.19642,3034.191804
-376969.47222222225,22,3,2,-0.005435,28.0135,-20.6767,592.98976
-376860.94444444444,1506,4,1,0.00306,12.1257,37.1393,25238.633659999996
-376772.8888888889,64,2,2,0.004184,11.7314,29.3111,797.258364
-376288.6388888889,1663,2,3,0.004798,9.72422,47.9505,29488.528422
-376169.19444444444,24,1,2,-0.002817,22.3117,-7.48475,526.3734579999999
-375458.8611111111,1980,2,1,0.006566,6.6033,84.98722,38900.86762
-375458.72222222225,100,1,3,0.002895,10.5845,33.544,1120.9440000000002
-375259.6666666667,78,3,2,-0.005435,28.0135,-20.6767,2131.30976
-374546.6388888889,42,2,2,0.004184,11.7314,29.3111,529.410476
-374336.52777777775,25,1,1,0.005245,8.4154,64.54628,278.20940499999995
-374095.6388888889,236,2,1,0.006566,6.6033,84.98722,2009.065956
-373583.55555555556,54,1,3,0.002895,10.5845,33.544,613.54882
-373459.1666666667,1689,2,3,0.004798,9.72422,47.9505,30159.513438
-373459.05555555556,115,4,1,0.00306,12.1257,37.1393,1472.0633
-373135.3888888889,79,3,1,-0.002714,23.1905,0.891068,1816.002494
-372583.52777777775,35,3,2,-0.005435,28.0135,-20.6767,953.137925
-372285.3333333333,297,2,3,0.004798,9.72422,47.9505,3359.2706220000005
-372012.69444444444,52,3,1,-0.002714,23.1905,0.891068,1199.458412
-371434.5833333333,1568,2,3,0.004798,9.72422,47.9505,27092.005412
-371080.9166666667,48,1,1,0.005245,8.4154,64.54628,480.56996000000004
-371080.9166666667,108,1,3,0.002895,10.5845,33.544,1210.43728
-371080.8888888889,211,2,1,0.006566,6.6033,84.98722,1770.6084059999998
-371080.8888888889,134,1,2,-0.002817,22.3117,-7.48475,2931.7009979999993
-370968.77777777775,27,1,3,0.002895,10.5845,33.544,321.435955
-370606.6666666667,38,1,2,-0.002817,22.3117,-7.48475,836.2921019999999
-370324.75,77,1,2,-0.002817,22.3117,-7.48475,1693.8141569999998
-370136.52777777775,41,4,3,0.002252,12.9039,14.2497,547.095212
-369360.5,61,3,1,-0.002714,23.1905,0.891068,1405.412774
-369141.9166666667,79,1,2,-0.002817,22.3117,-7.48475,1737.5586529999998
-368766.77777777775,44,2,1,0.006566,6.6033,84.98722,388.244196
-368334.3333333333,1215,2,3,0.004798,9.72422,47.9505,18945.805350000002
-368334.3333333333,18,3,2,-0.005435,28.0135,-20.6767,481.80536
-368334.22222222225,35,4,3,0.002252,12.9039,14.2497,468.6449
-368334.22222222225,39,2,2,0.004184,11.7314,29.3111,493.199564
-368334.19444444444,23,3,1,-0.002714,23.1905,0.891068,532.836862
-368194.27777777775,68,1,1,0.005245,8.4154,64.54628,661.04636
-368169.69444444444,173,1,1,0.005245,8.4154,64.54628,1677.388085
-367818.55555555556,21,3,3,-0.003606,24.6944,-0.866357,516.125797
-366421.9166666667,32,1,1,0.005245,8.4154,64.54628,339.20996
-366278.4166666667,24,3,2,-0.005435,28.0135,-20.6767,648.5167400000001
-366098.30555555556,1988,1,3,0.002895,10.5845,33.544,32516.986880000004
-366098.27777777775,1718,2,1,0.006566,6.6033,84.98722,30809.163204
-366098.25,1720,2,3,0.004798,9.72422,47.9505,30968.0121
-366098.1666666667,198,1,2,-0.002817,22.3117,-7.48475,4299.794182000001
-366098.0833333333,814,2,2,0.004184,11.7314,29.3111,12350.972364000001
-365871.02777777775,2100,1,3,0.002895,10.5845,33.544,35027.944
-365870.8611111111,198,1,2,-0.002817,22.3117,-7.48475,4299.794182000001
-365870.8333333333,349,2,1,0.006566,6.6033,84.98722,3189.284286
-365855.3333333333,200,4,2,0.001654,16.4206,-43.19642,3307.0835799999995
-365855.30555555556,22,3,1,-0.002714,23.1905,0.891068,509.76849200000004
-365855.27777777775,971,4,3,0.002252,12.9039,14.2497,14667.214532000002
-365778.22222222225,321,2,2,0.004184,11.7314,29.3111,4226.214044
-365680.0833333333,17,3,3,-0.003606,24.6944,-0.866357,417.89630900000003
-365630.72222222225,190,3,2,-0.005435,28.0135,-20.6767,5105.684800000001
-365630.1388888889,157,3,2,-0.005435,28.0135,-20.6767,4243.475485
-365591.5833333333,44,1,1,0.005245,8.4154,64.54628,444.9782
-365585.05555555556,16,3,2,-0.005435,28.0135,-20.6767,426.14794
-365405.30555555556,53,1,3,0.002895,10.5845,33.544,602.6545550000001
-365405.30555555556,73,3,3,-0.003606,24.6944,-0.866357,1782.608469
-365226.19444444444,66,3,2,-0.005435,28.0135,-20.6767,1804.53944
-364915.8888888889,1669,3,2,-0.005435,28.0135,-20.6767,31594.330765
-364915.75,60,4,3,0.002252,12.9039,14.2497,796.5909
-364206.05555555556,1732,3,1,-0.002714,23.1905,0.891068,32025.314732000006
-364206.05555555556,1947,4,3,0.002252,12.9039,14.2497,33675.044868
-364206.0,1486,3,2,-0.005435,28.0135,-20.6767,29605.839040000003
-364205.8888888889,379,4,1,0.00306,12.1257,37.1393,5072.32106
-364205.8888888889,429,4,2,0.001654,16.4206,-43.19642,7305.644794
-364205.8611111111,866,3,3,-0.003606,24.6944,-0.866357,18680.142707000003
-364203.25,72,3,1,-0.002714,23.1905,0.891068,1656.5376919999999
-363699.5833333333,1549,3,2,-0.005435,28.0135,-20.6767,30331.490365
-363699.5,182,1,2,-0.002817,22.3117,-7.48475,3959.9343419999996
-363699.47222222225,91,4,2,0.001654,16.4206,-43.19642,1464.774954
-363699.44444444444,345,3,3,-0.003606,24.6944,-0.866357,8089.497493000002
-363624.8888888889,31,4,1,0.00306,12.1257,37.1393,415.97666
-363624.8888888889,110,2,3,0.004798,9.72422,47.9505,1175.6705000000002
-363496.44444444444,29,1,1,0.005245,8.4154,64.54628,313.003925
-363460.69444444444,54,3,1,-0.002714,23.1905,0.891068,1245.264044
-363331.75,47,4,3,0.002252,12.9039,14.2497,625.7076679999999
-363331.75,56,3,1,-0.002714,23.1905,0.891068,1291.047964
-363331.69444444444,27,3,2,-0.005435,28.0135,-20.6767,731.725685
-363331.6388888889,36,2,3,0.004798,9.72422,47.9505,404.240628
-363282.05555555556,45,1,1,0.005245,8.4154,64.54628,453.860405
-363118.77777777775,21,3,1,-0.002714,23.1905,0.891068,486.694694
-362832.47222222225,1881,4,3,0.002252,12.9039,14.2497,32254.424172
-362832.3888888889,21,1,2,-0.002817,22.3117,-7.48475,459.8186529999999
-362832.3611111111,1183,4,2,0.001654,16.4206,-43.19642,21697.128186
-362832.30555555556,66,2,3,0.004798,9.72422,47.9505,710.6491080000001
-362765.5833333333,16,3,2,-0.005435,28.0135,-20.6767,426.14794
-362214.0,36,1,3,0.002895,10.5845,33.544,418.33792
-362205.5,26,1,1,0.005245,8.4154,64.54628,286.8923
-362205.47222222225,30,3,3,-0.003606,24.6944,-0.866357,736.7202430000001
-362196.05555555556,57,3,3,-0.003606,24.6944,-0.866357,1394.9985490000001
-361965.3611111111,174,2,3,0.004798,9.72422,47.9505,1885.229028
-361912.8333333333,22,3,1,-0.002714,23.1905,0.891068,509.76849200000004
-361901.97222222225,72,4,1,0.00306,12.1257,37.1393,926.05274
-361901.97222222225,128,4,2,0.001654,16.4206,-43.19642,2085.7395159999996
-361828.0833333333,32,1,2,-0.002817,22.3117,-7.48475,703.605042
-361827.8888888889,346,1,1,0.005245,8.4154,64.54628,3604.1851
-361749.94444444444,61,4,3,0.002252,12.9039,14.2497,809.767292
-361615.0,40,4,1,0.00306,12.1257,37.1393,527.0633
-361406.77777777775,34,1,1,0.005245,8.4154,64.54628,356.73310000000004
-360836.4166666667,32,1,3,0.002895,10.5845,33.544,375.21247999999997
-360783.25,35,4,3,0.002252,12.9039,14.2497,468.6449
-360639.5833333333,68,4,2,0.001654,16.4206,-43.19642,1081.0524759999998
-360208.9166666667,550,3,3,-0.003606,24.6944,-0.866357,12490.238642999999
-360104.6111111111,59,4,1,0.00306,12.1257,37.1393,763.2074600000001
-360046.3888888889,35,4,3,0.002252,12.9039,14.2497,468.6449
-359435.1388888889,1771,4,3,0.002252,12.9039,14.2497,29930.321732
-359339.69444444444,85,4,2,0.001654,16.4206,-43.19642,1364.5047299999999
-359339.6388888889,45,1,3,0.002895,10.5845,33.544,515.708875
-359339.6388888889,943,2,1,0.006566,6.6033,84.98722,12150.708054
-359122.30555555556,20,3,2,-0.005435,28.0135,-20.6767,537.4193
-358953.05555555556,52,4,2,0.001654,16.4206,-43.19642,815.147196
-358865.0833333333,165,1,1,0.005245,8.4154,64.54628,1595.8824049999998
-358544.3888888889,42,2,3,0.004798,9.72422,47.9505,464.831412
-358440.47222222225,37,1,2,-0.002817,22.3117,-7.48475,814.1916769999999
-358364.5833333333,56,2,2,0.004184,11.7314,29.3111,699.390524
-358191.9166666667,25,3,1,-0.002714,23.1905,0.891068,578.9573180000001
-358075.97222222225,568,3,3,-0.003606,24.6944,-0.866357,12862.170699
-357634.8888888889,56,2,1,0.006566,6.6033,84.98722,475.362996
-357114.44444444444,1581,3,2,-0.005435,28.0135,-20.6767,30683.552765000004
-357051.52777777775,107,1,1,0.005245,8.4154,64.54628,1025.044085
-356698.30555555556,1378,2,2,0.004184,11.7314,29.3111,24140.110956
-356698.22222222225,863,2,1,0.006566,6.6033,84.98722,10673.788374000002
-356469.55555555556,75,1,2,-0.002817,22.3117,-7.48475,1650.0471249999998
-356342.47222222225,1621,4,3,0.002252,12.9039,14.2497,26848.919132000003
-356342.3611111111,36,3,1,-0.002714,23.1905,0.891068,832.231724
-356141.55555555556,16,3,1,-0.002714,23.1905,0.891068,371.244284
-355975.4166666667,210,1,1,0.005245,8.4154,64.54628,2063.0847799999997
-355391.1111111111,808,2,1,0.006566,6.6033,84.98722,9707.158644000001
-355266.6388888889,293,1,1,0.005245,8.4154,64.54628,2980.536485
-355226.80555555556,75,4,1,0.00306,12.1257,37.1393,963.7793
-355226.77777777775,53,4,2,0.001654,16.4206,-43.19642,831.741466
-355226.77777777775,34,4,3,0.002252,12.9039,14.2497,455.585612
-354467.8888888889,51,3,1,-0.002714,23.1905,0.891068,1176.547454
-354240.5833333333,71,3,3,-0.003606,24.6944,-0.866357,1734.2581969999999
-354240.52777777775,105,1,1,0.005245,8.4154,64.54628,1005.989405
-354240.52777777775,38,4,3,0.002252,12.9039,14.2497,507.84978800000005
-354240.52777777775,53,1,3,0.002895,10.5845,33.544,602.6545550000001
-354047.25,38,2,1,0.006566,6.6033,84.98722,345.39392399999997
-353942.1388888889,77,2,1,0.006566,6.6033,84.98722,632.371134
-353476.0833333333,24,1,2,-0.002817,22.3117,-7.48475,526.3734579999999
-353466.6666666667,53,2,3,0.004798,9.72422,47.9505,576.8117420000001
-353395.77777777775,83,4,3,0.002252,12.9039,14.2497,1100.787428
-352903.22222222225,20,3,2,-0.005435,28.0135,-20.6767,537.4193
-352870.52777777775,39,1,1,0.005245,8.4154,64.54628,400.72452499999997
-352814.52777777775,1712,1,1,0.005245,8.4154,64.54628,29844.512359999997
-352802.55555555556,52,3,3,-0.003606,24.6944,-0.866357,1273.4918189999999
-352802.5,106,3,1,-0.002714,23.1905,0.891068,2428.5895640000003
-352174.19444444444,1795,2,3,0.004798,9.72422,47.9505,32962.20135
-352071.80555555556,1774,2,3,0.004798,9.72422,47.9505,32398.387428
-352071.77777777775,1824,4,1,0.00306,12.1257,37.1393,32334.962659999997
-352071.6111111111,243,2,2,0.004184,11.7314,29.3111,3127.102316
-351986.69444444444,62,2,1,0.006566,6.6033,84.98722,519.631524
-351411.44444444444,984,4,3,0.002252,12.9039,14.2497,14892.199811999999
-351364.8888888889,26,1,3,0.002895,10.5845,33.544,310.69802
-351058.05555555556,1722,4,3,0.002252,12.9039,14.2497,28912.585068
-351057.97222222225,178,4,2,0.001654,16.4206,-43.19642,2932.075716
-351002.75,210,1,2,-0.002817,22.3117,-7.48475,4553.74255
-350984.94444444444,1775,2,3,0.004798,9.72422,47.9505,32425.139750000002
-350984.77777777775,130,4,1,0.00306,12.1257,37.1393,1665.1943
-350790.25,594,1,3,0.002895,10.5845,33.544,7342.19722
-350790.22222222225,61,2,1,0.006566,6.6033,84.98722,512.220606
-350583.72222222225,25,1,3,0.002895,10.5845,33.544,299.965875
-350573.77777777775,78,2,3,0.004798,9.72422,47.9505,835.6306920000001
-350349.8888888889,22,1,1,0.005245,8.4154,64.54628,252.22366
-350167.0833333333,39,3,3,-0.003606,24.6944,-0.866357,956.7305170000001
-349823.77777777775,1477,3,1,-0.002714,23.1905,0.891068,28332.589861999997
-349783.9166666667,31,4,2,0.001654,16.4206,-43.19642,467.43167400000004
-349331.0833333333,1592,3,3,-0.003606,24.6944,-0.866357,30173.341259000008
-349330.94444444444,219,1,1,0.005245,8.4154,64.54628,2159.074325
-349330.94444444444,33,4,2,0.001654,16.4206,-43.19642,500.48458600000004
-349014.5,49,1,2,-0.002817,22.3117,-7.48475,1079.0249329999997
-348909.8888888889,686,2,2,0.004184,11.7314,29.3111,10046.025164
-348522.0833333333,19,3,3,-0.003606,24.6944,-0.866357,467.0254770000001
-348483.8611111111,78,4,3,0.002252,12.9039,14.2497,1034.455068
-348483.8333333333,609,4,1,0.00306,12.1257,37.1393,8556.58646
-348063.02777777775,1873,1,3,0.002895,10.5845,33.544,30014.345955000004
-348063.0,1510,2,2,0.004184,11.7314,29.3111,27283.663500000002
-348062.8888888889,25,3,2,-0.005435,28.0135,-20.6767,676.263925
-348062.8611111111,17,3,1,-0.002714,23.1905,0.891068,394.345222
-347640.3888888889,58,2,3,0.004798,9.72422,47.9505,628.0957320000001
-347264.22222222225,25,3,1,-0.002714,23.1905,0.891068,578.9573180000001
-347137.1388888889,86,2,1,0.006566,6.6033,84.98722,701.4331559999999
-346792.1666666667,1863,1,3,0.002895,10.5845,33.544,29800.343755
-346792.0833333333,38,1,2,-0.002817,22.3117,-7.48475,836.2921019999999
-346408.22222222225,38,3,1,-0.002714,23.1905,0.891068,878.211052
-345978.0833333333,99,1,3,0.002895,10.5845,33.544,1109.7833950000002
-345936.25,19,3,1,-0.002714,23.1905,0.891068,440.530814
-345885.8333333333,217,1,1,0.005245,8.4154,64.54628,2137.6698850000002
-345745.8333333333,1501,1,3,0.002895,10.5845,33.544,22443.316395
-345565.77777777775,105,2,3,0.004798,9.72422,47.9505,1121.89155
-345565.77777777775,489,2,1,0.006566,6.6033,84.98722,4884.069406
-345565.75,870,2,2,0.004184,11.7314,29.3111,13402.498700000002
-344777.9166666667,186,1,1,0.005245,8.4154,64.54628,1811.2667000000001
-344777.8888888889,43,1,2,-0.002817,22.3117,-7.48475,946.709717
-344646.0833333333,1564,3,3,-0.003606,24.6944,-0.866357,29800.553067000008
-344645.94444444444,653,3,2,-0.005435,28.0135,-20.6767,15954.605885
-344375.69444444444,46,1,1,0.005245,8.4154,64.54628,462.7531
-344304.5833333333,1516,3,1,-0.002714,23.1905,0.891068,28920.222284000003
-344252.4166666667,158,3,2,-0.005435,28.0135,-20.6767,4269.77696
-344191.77777777775,35,3,2,-0.005435,28.0135,-20.6767,953.137925
-344167.52777777775,61,4,2,0.001654,16.4206,-43.19642,964.614714
-343908.25,1520,2,1,0.006566,6.6033,84.98722,25292.08962
-343908.25,1395,2,2,0.004184,11.7314,29.3111,24536.782700000003
-343873.77777777775,76,2,3,0.004798,9.72422,47.9505,814.7044680000001
-343826.72222222225,515,1,3,0.002895,10.5845,33.544,6252.387874999999
-343432.0,30,3,2,-0.005435,28.0135,-20.6767,814.8368
-343333.1388888889,25,3,2,-0.005435,28.0135,-20.6767,676.263925
-343219.3333333333,39,4,1,0.00306,12.1257,37.1393,514.69586
-342531.30555555556,38,2,2,0.004184,11.7314,29.3111,481.145996
-342348.6388888889,54,2,2,0.004184,11.7314,29.3111,675.0072440000001
-342132.1388888889,1898,1,3,0.002895,10.5845,33.544,30551.884580000005
-342132.0,249,3,3,-0.003606,24.6944,-0.866357,5924.463637
-342078.69444444444,348,1,2,-0.002817,22.3117,-7.48475,7415.8368820000005
-342062.0833333333,42,4,3,0.002252,12.9039,14.2497,560.186028
-341843.8333333333,153,2,1,0.006566,6.6033,84.98722,1248.995614
-341843.77777777775,1140,1,3,0.002895,10.5845,33.544,15862.216
-341343.55555555556,1379,1,1,0.005245,8.4154,64.54628,21643.489924999998
-341343.5,212,3,3,-0.003606,24.6944,-0.866357,5072.278379
-341239.1388888889,1756,1,1,0.005245,8.4154,64.54628,31015.135
-341239.1388888889,1772,2,3,0.004798,9.72422,47.9505,32344.911571999997
-341239.1111111111,1661,1,2,-0.002817,22.3117,-7.48475,29280.368492999998
-341239.02777777775,1294,2,2,0.004184,11.7314,29.3111,22215.582924000002
-341239.0,33,2,1,0.006566,6.6033,84.98722,310.046494
-341238.97222222225,77,3,2,-0.005435,28.0135,-20.6767,2104.138685
-341234.0833333333,44,3,2,-0.005435,28.0135,-20.6767,1201.39514
-341168.8611111111,110,2,2,0.004184,11.7314,29.3111,1370.3915000000002
-340973.30555555556,73,1,2,-0.002817,22.3117,-7.48475,1606.257557
-340973.27777777775,803,2,1,0.006566,6.6033,84.98722,9621.253014
-340964.77777777775,102,1,3,0.002895,10.5845,33.544,1143.28258
-340963.94444444444,45,2,2,0.004184,11.7314,29.3111,565.6967000000001
-340864.80555555556,1070,1,2,-0.002817,22.3117,-7.48475,20640.850949999996
-340864.80555555556,531,2,3,0.004798,9.72422,47.9505,6564.360198
-340864.77777777775,46,2,1,0.006566,6.6033,84.98722,402.632676
-340813.3611111111,1691,3,2,-0.005435,28.0135,-20.6767,31808.872565
-340813.3611111111,1809,4,3,0.002252,12.9039,14.2497,30727.032012
-340813.3611111111,1775,3,1,-0.002714,23.1905,0.891068,32613.232318
-340813.3611111111,1709,4,2,0.001654,16.4206,-43.19642,32850.415354000004
-340813.22222222225,475,1,3,0.002895,10.5845,33.544,5714.3658749999995
-340813.22222222225,401,2,3,0.004798,9.72422,47.9505,4718.885918
-340813.22222222225,566,1,1,0.005245,8.4154,64.54628,6507.929899999999
