tus,erg,dau,det,a,b,c,keV
584535.9166666666,54,1,2,-0.002817,22.3117,-7.48475,1189.132678
584647.0555555555,127,1,1,0.005245,8.4154,64.54628,1217.898685
584816.5,1541,3,3,-0.003606,24.6944,-0.866357,29490.104357000004
585442.3611111111,184,1,3,0.002895,10.5845,33.544,2079.10512
585474.6388888889,21,3,3,-0.003606,24.6944,-0.866357,516.125797
585486.1111111111,48,3,3,-0.003606,24.6944,-0.866357,1176.1566189999999
585844.3333333334,1286,3,3,-0.003606,24.6944,-0.866357,25792.543667
585844.4166666666,17,3,2,-0.005435,28.0135,-20.6767,453.98208500000004
586046.0833333334,1699,2,2,0.004184,11.7314,29.3111,32038.498284
586046.3333333334,37,4,1,0.00306,12.1257,37.1393,489.97934
586109.5833333334,28,3,2,-0.005435,28.0135,-20.6767,759.4402600000001
586263.6944444445,1947,3,2,-0.005435,28.0135,-20.6767,33918.560885
586263.6944444445,1994,3,1,-0.002714,23.1905,0.891068,35451.786364
586263.7222222222,1697,4,2,0.001654,16.4206,-43.19642,32585.765866
586263.7222222222,1658,3,3,-0.003606,24.6944,-0.866357,31029.684659000006
586263.7222222222,2072,4,3,0.002252,12.9039,14.2497,36419.380868
586263.7222222222,1758,4,1,0.00306,12.1257,37.1393,30811.245739999995
586263.8611111111,21,1,1,0.005245,8.4154,64.54628,243.58272499999998
586263.8611111111,220,2,2,0.004184,11.7314,29.3111,2812.7247
586263.8888888889,697,2,1,0.006566,6.6033,84.98722,7877.309214
586263.8888888889,220,2,3,0.004798,9.72422,47.9505,2419.5021
586263.9166666666,79,1,2,-0.002817,22.3117,-7.48475,1737.5586529999998
586263.9166666666,29,1,3,0.002895,10.5845,33.544,342.929195
586267.8333333334,109,3,1,-0.002714,23.1905,0.891068,2496.410534
586267.9444444445,114,3,2,-0.005435,28.0135,-20.6767,3102.22904
586586.9444444445,1622,4,1,0.00306,12.1257,37.1393,27755.529739999998
586669.6388888889,1640,3,1,-0.002714,23.1905,0.891068,30733.736668
586669.7777777778,17,3,2,-0.005435,28.0135,-20.6767,453.98208500000004
586669.7777777778,275,3,3,-0.003606,24.6944,-0.866357,6517.3898930000005
586703.0277777778,59,4,2,0.001654,16.4206,-43.19642,931.376554
586751.7222222222,38,3,2,-0.005435,28.0135,-20.6767,1035.9881599999999
586938.8888888889,44,1,1,0.005245,8.4154,64.54628,444.9782
586979.4166666666,17,3,2,-0.005435,28.0135,-20.6767,453.98208500000004
586988.1111111111,92,1,1,0.005245,8.4154,64.54628,883.1567600000001
587032.3888888889,132,4,2,0.001654,16.4206,-43.19642,2153.142076
587032.3888888889,205,1,3,0.002895,10.5845,33.544,2325.028875
587126.1111111111,18,3,2,-0.005435,28.0135,-20.6767,481.80536
587518.5277777778,62,3,3,-0.003606,24.6944,-0.866357,1516.324979
587568.3888888889,31,3,2,-0.005435,28.0135,-20.6767,842.518765
587568.4444444445,21,1,2,-0.002817,22.3117,-7.48475,459.8186529999999
587620.9166666666,107,2,1,0.006566,6.6033,84.98722,866.7144539999999
587747.8888888889,2055,4,3,0.002252,12.9039,14.2497,36042.0165
587748.0277777778,147,1,1,0.005245,8.4154,64.54628,1414.949285
587748.0277777778,84,2,3,0.004798,9.72422,47.9505,898.6396680000001
587748.0277777778,64,3,1,-0.002714,23.1905,0.891068,1473.966524
587748.0555555555,58,2,1,0.006566,6.6033,84.98722,490.066644
587748.0555555555,119,4,2,0.001654,16.4206,-43.19642,1934.277274
587748.0833333334,545,2,2,0.004184,11.7314,29.3111,7665.6767
587748.1111111111,31,4,1,0.00306,12.1257,37.1393,415.97666
587751.7222222222,16,3,2,-0.005435,28.0135,-20.6767,426.14794
588256.25,223,4,1,0.00306,12.1257,37.1393,2893.34114
588557.8055555555,79,4,3,0.002252,12.9039,14.2497,1047.712532
588557.8611111111,34,4,2,0.001654,16.4206,-43.19642,517.016004
588694.0555555555,18,3,3,-0.003606,24.6944,-0.866357,442.46449900000005
588807.5,1214,3,2,-0.005435,28.0135,-20.6767,25977.631040000004
588807.5833333334,20,3,3,-0.003606,24.6944,-0.866357,491.579243
589796.5,43,2,1,0.006566,6.6033,84.98722,381.06965399999996
589837.0833333334,1334,2,2,0.004184,11.7314,29.3111,23124.661004
589986.0,1581,3,3,-0.003606,24.6944,-0.866357,30027.563077000006
589986.1111111111,820,3,2,-0.005435,28.0135,-20.6767,19295.8993
590547.1388888889,42,1,3,0.002895,10.5845,33.544,483.19978000000003
590889.2222222222,283,4,2,0.001654,16.4206,-43.19642,4736.300586
590903.1111111111,32,3,2,-0.005435,28.0135,-20.6767,870.1898600000001
590916.0277777778,384,3,1,-0.002714,23.1905,0.891068,8505.847484000002
591035.0833333334,67,2,3,0.004798,9.72422,47.9505,721.011462
592353.25,1010,3,3,-0.003606,24.6944,-0.866357,21261.997043000003
592770.4444444445,32,1,1,0.005245,8.4154,64.54628,339.20996
592994.5277777778,85,4,1,0.00306,12.1257,37.1393,1089.9323000000002
593138.5833333334,81,1,2,-0.002817,22.3117,-7.48475,1781.280613
593138.6944444445,65,1,1,0.005245,8.4154,64.54628,633.707405
593154.0555555555,21,1,3,0.002895,10.5845,33.544,257.095195
593190.0555555555,36,2,2,0.004184,11.7314,29.3111,457.06396400000006
593239.8611111111,785,2,2,0.004184,11.7314,29.3111,11816.745500000003
593264.6944444445,73,2,1,0.006566,6.6033,84.98722,602.018334
593745.25,219,3,3,-0.003606,24.6944,-0.866357,5234.259877
593745.2777777778,22,3,2,-0.005435,28.0135,-20.6767,592.98976
593920.2222222222,112,3,1,-0.002714,23.1905,0.891068,2564.182652
594093.0277777778,1647,2,1,0.006566,6.6033,84.98722,28771.613014
594093.1666666666,40,1,3,0.002895,10.5845,33.544,461.556
594200.9722222222,29,3,3,-0.003606,24.6944,-0.866357,712.238597
594209.25,65,4,1,0.00306,12.1257,37.1393,838.2383000000001
594373.6111111111,296,1,1,0.005245,8.4154,64.54628,3015.0506
594791.4444444445,76,1,2,-0.002817,22.3117,-7.48475,1671.9334579999997
595047.3611111111,782,2,1,0.006566,6.6033,84.98722,9264.034404
595096.25,130,4,1,0.00306,12.1257,37.1393,1665.1943
595153.4166666666,256,1,3,0.002895,10.5845,33.544,2932.90272
595796.7222222222,36,2,2,0.004184,11.7314,29.3111,457.06396400000006
596000.7222222222,128,2,1,0.006566,6.6033,84.98722,1037.7869640000001
596381.6944444445,69,4,1,0.00306,12.1257,37.1393,888.3812600000001
596381.6944444445,158,4,2,0.001654,16.4206,-43.19642,2592.548836
596878.4722222222,26,3,3,-0.003606,24.6944,-0.866357,638.750387
597217.8333333334,1443,2,2,0.004184,11.7314,29.3111,25669.851116
597217.8333333334,1423,4,2,0.001654,16.4206,-43.19642,26672.549946
597217.8333333334,1468,4,1,0.00306,12.1257,37.1393,24432.04034
597217.9166666666,37,4,3,0.002252,12.9039,14.2497,494.776988
597217.9166666666,88,2,1,0.006566,6.6033,84.98722,716.924724
597217.9722222222,34,2,3,0.004798,9.72422,47.9505,384.120468
597384.0,1593,2,2,0.004184,11.7314,29.3111,29334.954716
597598.6388888889,191,1,3,0.002895,10.5845,33.544,2160.795995
597773.7222222222,66,3,3,-0.003606,24.6944,-0.866357,1613.2563069999999
597773.7222222222,81,4,1,0.00306,12.1257,37.1393,1039.3976599999999
597773.75,47,3,1,-0.002714,23.1905,0.891068,1084.849342
597773.7777777778,185,1,3,0.002895,10.5845,33.544,2090.757875
598008.6388888889,1834,1,1,0.005245,8.4154,64.54628,33140.24110000001
598008.8611111111,44,1,2,-0.002817,22.3117,-7.48475,968.776338
598008.8888888889,58,3,1,-0.002714,23.1905,0.891068,1336.810172
598081.1666666666,268,1,1,0.005245,8.4154,64.54628,2696.59036
598081.1944444445,16,3,2,-0.005435,28.0135,-20.6767,426.14794
598250.5833333334,1802,4,3,0.002252,12.9039,14.2497,30579.780908
598250.5833333334,1899,1,3,0.002895,10.5845,33.544,30573.461395000006
598250.7222222222,52,3,1,-0.002714,23.1905,0.891068,1199.458412
598250.75,63,4,2,0.001654,16.4206,-43.19642,997.8661060000002
598802.75,87,1,1,0.005245,8.4154,64.54628,836.385485
598803.25,181,1,1,0.005245,8.4154,64.54628,1759.565125
598929.3611111111,21,3,2,-0.005435,28.0135,-20.6767,565.209965
598963.75,915,2,1,0.006566,6.6033,84.98722,11624.22607
599039.4444444445,43,4,3,0.002252,12.9039,14.2497,573.281348
599272.25,71,3,1,-0.002714,23.1905,0.891068,1633.7352939999998
599293.8888888889,111,4,1,0.00306,12.1257,37.1393,1420.7942600000001
599427.8333333334,42,4,3,0.002252,12.9039,14.2497,560.186028
599471.1388888889,62,3,1,-0.002714,23.1905,0.891068,1428.2694519999998
599641.1666666666,55,4,3,0.002252,12.9039,14.2497,730.7765
599641.25,32,2,2,0.004184,11.7314,29.3111,409.00031600000005
600799.9166666666,43,4,1,0.00306,12.1257,37.1393,564.2023400000002
601027.0555555555,1517,2,2,0.004184,11.7314,29.3111,27454.438076
601097.3611111111,60,2,3,0.004798,9.72422,47.9505,648.6765
601097.3611111111,363,4,2,0.001654,16.4206,-43.19642,6135.4273060000005
601097.4166666666,701,2,2,0.004184,11.7314,29.3111,10309.044284000001
601454.1666666666,23,1,3,0.002895,10.5845,33.544,278.518955
601535.6666666666,1853,1,3,0.002895,10.5845,33.544,29586.920555
601631.8333333334,77,3,1,-0.002714,23.1905,0.891068,1770.4682619999999
602185.5,110,2,1,0.006566,6.6033,84.98722,890.79882
602274.9444444445,1473,1,1,0.005245,8.4154,64.54628,23840.659084999996
602324.4722222222,23,1,2,-0.002817,22.3117,-7.48475,504.19415699999996
602430.1111111111,104,4,2,0.001654,16.4206,-43.19642,1682.4356440000001
602611.3333333334,31,1,3,0.002895,10.5845,33.544,364.445595
602712.0833333334,69,2,3,0.004798,9.72422,47.9505,741.7649580000001
602759.1111111111,128,2,2,0.004184,11.7314,29.3111,1599.4809559999999
603077.0,21,1,2,-0.002817,22.3117,-7.48475,459.8186529999999
603791.3055555555,1454,3,2,-0.005435,28.0135,-20.6767,29220.731840000004
603803.8333333334,27,3,2,-0.005435,28.0135,-20.6767,731.725685
603910.5833333334,377,1,2,-0.002817,22.3117,-7.48475,8003.648757
603999.6944444445,99,4,1,0.00306,12.1257,37.1393,1267.5746600000002
604441.9444444445,124,1,2,-0.002817,22.3117,-7.48475,2715.851858
604441.9444444445,34,2,3,0.004798,9.72422,47.9505,384.120468
604634.9166666666,336,4,2,0.001654,16.4206,-43.19642,5660.855164
604641.5277777778,172,1,3,0.002895,10.5845,33.544,1939.7236800000003
604641.5555555555,123,2,1,0.006566,6.6033,84.98722,996.530134
604848.8055555555,43,2,1,0.006566,6.6033,84.98722,381.06965399999996
604890.75,44,1,1,0.005245,8.4154,64.54628,444.9782
605035.6944444445,35,4,2,0.001654,16.4206,-43.19642,533.55073
605191.1944444445,61,3,2,-0.005435,28.0135,-20.6767,1667.923165
605191.2222222222,36,2,2,0.004184,11.7314,29.3111,457.06396400000006
605238.1388888889,214,4,3,0.002252,12.9039,14.2497,2878.816892
605238.1944444445,51,2,1,0.006566,6.6033,84.98722,438.833686
605441.5,87,4,3,0.002252,12.9039,14.2497,1153.9343880000001
605447.0833333334,29,1,1,0.005245,8.4154,64.54628,313.003925
605835.0555555555,19,3,3,-0.003606,24.6944,-0.866357,467.0254770000001
606219.2777777778,238,2,2,0.004184,11.7314,29.3111,3058.3827960000003
606220.6944444445,17,3,1,-0.002714,23.1905,0.891068,394.345222
607167.4166666666,331,1,1,0.005245,8.4154,64.54628,3424.6911250000003
607167.4166666666,693,1,2,-0.002817,22.3117,-7.48475,14101.661917
607419.2222222222,19,3,1,-0.002714,23.1905,0.891068,440.530814
607602.9722222222,1791,4,2,0.001654,16.4206,-43.19642,34671.602554000005
607603.0,1848,4,1,0.00306,12.1257,37.1393,32895.65114
607603.0277777778,1759,2,3,0.004798,9.72422,47.9505,31998.254118000004
607603.0555555555,1674,4,3,0.002252,12.9039,14.2497,27926.103852
607603.1111111111,51,1,3,0.002895,10.5845,33.544,580.883395
607603.1666666666,1148,2,2,0.004184,11.7314,29.3111,19011.068636
607739.75,38,3,3,-0.003606,24.6944,-0.866357,932.3137790000002
607778.3055555555,31,3,2,-0.005435,28.0135,-20.6767,842.518765
608206.25,21,3,1,-0.002714,23.1905,0.891068,486.694694
608817.6666666666,1610,1,2,-0.002817,22.3117,-7.48475,28612.40655
608817.75,51,1,1,0.005245,8.4154,64.54628,507.373925
608817.7777777778,51,1,3,0.002895,10.5845,33.544,580.883395
609105.6111111111,31,3,1,-0.002714,23.1905,0.891068,717.188414
609114.7777777778,16,3,1,-0.002714,23.1905,0.891068,371.244284
609150.0277777778,477,2,3,0.004798,9.72422,47.9505,5778.087582
609257.9166666666,1753,4,3,0.002252,12.9039,14.2497,29555.202668
609644.0,78,1,2,-0.002817,22.3117,-7.48475,1715.689222
609696.5277777778,91,2,1,0.006566,6.6033,84.98722,740.260566
610090.1666666666,158,4,1,0.00306,12.1257,37.1393,2029.38974
610299.9166666666,86,2,1,0.006566,6.6033,84.98722,701.4331559999999
610328.1111111111,99,1,1,0.005245,8.4154,64.54628,949.077125
610372.25,39,1,3,0.002895,10.5845,33.544,450.742795
610372.3055555555,71,2,1,0.006566,6.6033,84.98722,586.920726
610413.5,49,4,2,0.001654,16.4206,-43.19642,765.3842340000001
610413.5,630,1,1,0.005245,8.4154,64.54628,7447.98878
610956.5555555555,37,2,2,0.004184,11.7314,29.3111,469.100796
611410.5,1798,3,1,-0.002714,23.1905,0.891068,32923.580012
611410.5,1871,4,3,0.002252,12.9039,14.2497,32040.890132
611410.6388888889,111,4,2,0.001654,16.4206,-43.19642,1799.869114
611410.6666666666,269,1,3,0.002895,10.5845,33.544,3090.259595
611410.6944444445,82,2,1,0.006566,6.6033,84.98722,670.6076039999999
611866.1666666666,51,1,3,0.002895,10.5845,33.544,580.883395
612012.8611111111,1647,3,3,-0.003606,24.6944,-0.866357,30889.142389
612013.0,132,4,3,0.002252,12.9039,14.2497,1756.8033480000001
612013.0,403,3,1,-0.002714,23.1905,0.891068,8905.884542000002
612013.0277777778,724,3,2,-0.005435,28.0135,-20.6767,17412.20074
612665.8611111111,1688,3,1,-0.002714,23.1905,0.891068,31413.335452
612665.8888888889,1706,4,3,0.002252,12.9039,14.2497,28582.604972
612873.6944444445,65,3,2,-0.005435,28.0135,-20.6767,1777.2379250000001
612946.0277777778,59,1,3,0.002895,10.5845,33.544,668.106995
613162.6111111111,23,1,2,-0.002817,22.3117,-7.48475,504.19415699999996
613347.6111111111,22,1,3,0.002895,10.5845,33.544,267.80418000000003
613378.4722222222,42,3,2,-0.005435,28.0135,-20.6767,1146.30296
613877.5,83,1,3,0.002895,10.5845,33.544,932.001155
614263.8888888889,37,3,3,-0.003606,24.6944,-0.866357,907.8898290000001
614499.0555555555,33,4,2,0.001654,16.4206,-43.19642,500.48458600000004
615487.8611111111,55,4,3,0.002252,12.9039,14.2497,730.7765
615497.8888888889,884,3,2,-0.005435,28.0135,-20.6767,20496.04394
615528.3888888889,178,4,1,0.00306,12.1257,37.1393,2292.46694
615528.3888888889,464,1,1,0.005245,8.4154,64.54628,5098.5194
615528.3888888889,179,3,3,-0.003606,24.6944,-0.866357,4303.891397
615528.4166666666,362,4,2,0.001654,16.4206,-43.19642,6117.807556
615885.0,1562,2,3,0.004798,9.72422,47.9505,26943.553652000002
615885.0833333334,141,1,2,-0.002817,22.3117,-7.48475,3082.4601729999995
615885.0833333334,116,4,1,0.00306,12.1257,37.1393,1484.89586
615885.1111111111,198,1,1,0.005245,8.4154,64.54628,1936.42046
615885.1111111111,216,2,2,0.004184,11.7314,29.3111,2758.5022040000003
616186.3055555555,67,4,1,0.00306,12.1257,37.1393,863.2975400000001
616642.4444444445,149,2,3,0.004798,9.72422,47.9505,1603.3796780000002
616815.0833333334,47,1,3,0.002895,10.5845,33.544,537.410555
616815.1111111111,600,4,3,0.002252,12.9039,14.2497,8567.3097
616815.1388888889,301,3,1,-0.002714,23.1905,0.891068,6735.340454
616815.1388888889,733,1,2,-0.002817,22.3117,-7.48475,14833.448236999999
616976.0,46,3,2,-0.005435,28.0135,-20.6767,1256.4438400000001
617016.5,1664,2,1,0.006566,6.6033,84.98722,29253.449555999996
617016.6666666666,83,1,3,0.002895,10.5845,33.544,932.001155
617028.0833333334,1738,4,3,0.002252,12.9039,14.2497,29243.718188000003
617028.1944444445,82,3,1,-0.002714,23.1905,0.891068,1884.263132
617028.2222222222,26,1,1,0.005245,8.4154,64.54628,286.8923
617028.2222222222,100,2,2,0.004184,11.7314,29.3111,1244.2911
617028.2222222222,146,2,1,0.006566,6.6033,84.98722,1189.029876
617028.25,163,3,2,-0.005435,28.0135,-20.6767,4401.121285
617986.3333333334,84,4,2,0.001654,16.4206,-43.19642,1347.8046040000002
618038.0277777778,48,2,2,0.004184,11.7314,29.3111,602.0582360000001
618081.5555555555,54,3,2,-0.005435,28.0135,-20.6767,1476.2038400000001
618086.1944444445,39,1,3,0.002895,10.5845,33.544,450.742795
618086.2222222222,770,2,2,0.004184,11.7314,29.3111,11543.182700000001
618271.9166666666,1716,2,2,0.004184,11.7314,29.3111,32480.834204000003
618272.0555555555,155,2,3,0.004798,9.72422,47.9505,1670.47655
618272.0833333334,225,1,3,0.002895,10.5845,33.544,2561.615875
618272.1111111111,487,2,1,0.006566,6.6033,84.98722,4858.045974
618441.3055555555,37,3,1,-0.002714,23.1905,0.891068,855.224102
618553.25,1606,2,1,0.006566,6.6033,84.98722,27625.150596
618636.8888888889,1856,2,2,0.004184,11.7314,29.3111,36215.564924
618636.9166666666,1744,2,3,0.004798,9.72422,47.9505,31600.279908
618637.0555555555,1125,2,1,0.006566,6.6033,84.98722,15823.79347
618637.0833333334,35,4,3,0.002252,12.9039,14.2497,468.6449
618637.1111111111,61,1,1,0.005245,8.4154,64.54628,597.402325
618842.5,19,3,3,-0.003606,24.6944,-0.866357,467.0254770000001
618842.5277777778,82,1,1,0.005245,8.4154,64.54628,789.8764600000001
618844.3055555555,45,4,1,0.00306,12.1257,37.1393,588.9923000000001
619282.75,53,2,1,0.006566,6.6033,84.98722,453.40601399999997
619398.3333333334,45,1,3,0.002895,10.5845,33.544,515.708875
619495.9444444445,68,2,1,0.006566,6.6033,84.98722,564.372804
619621.8333333334,1451,2,1,0.006566,6.6033,84.98722,23490.438486
619621.8888888889,1247,3,1,-0.002714,23.1905,0.891068,24699.150142000002
620084.4166666666,1866,1,3,0.002895,10.5845,33.544,29864.48362
620285.6944444445,1869,3,3,-0.003606,24.6944,-0.866357,33556.62867700001
620285.6944444445,1708,3,2,-0.005435,28.0135,-20.6767,31971.05146
620285.7222222222,1992,1,1,0.005245,8.4154,64.54628,37640.51876
620285.8611111111,50,1,2,-0.002817,22.3117,-7.48475,1101.0577499999997
620285.8611111111,322,3,1,-0.002714,23.1905,0.891068,7186.833692
620289.3055555555,75,3,2,-0.005435,28.0135,-20.6767,2049.7639249999997
620875.5,47,1,1,0.005245,8.4154,64.54628,471.656285
621118.1666666666,87,2,2,0.004184,11.7314,29.3111,1081.611596
621122.5555555555,1808,1,2,-0.002817,22.3117,-7.48475,31123.678962
621205.6666666666,95,2,2,0.004184,11.7314,29.3111,1181.5547000000001
621295.3611111111,1610,3,1,-0.002714,23.1905,0.891068,30302.636668000003
621295.4722222222,386,3,2,-0.005435,28.0135,-20.6767,9982.741039999999
621295.5555555555,47,4,3,0.002252,12.9039,14.2497,625.7076679999999
621364.6666666666,113,4,1,0.00306,12.1257,37.1393,1446.41654
621465.4444444445,1424,1,3,0.002895,10.5845,33.544,20976.28352
621465.4444444445,76,3,3,-0.003606,24.6944,-0.866357,1855.0797870000001
621643.8333333334,1803,1,2,-0.002817,22.3117,-7.48475,31062.981397
621753.8055555555,131,2,3,0.004798,9.72422,47.9505,1404.161798
622025.9444444445,52,1,3,0.002895,10.5845,33.544,591.76608
622282.3055555555,39,3,1,-0.002714,23.1905,0.891068,901.192574
622288.3611111111,262,3,3,-0.003606,24.6944,-0.866357,6221.536179000001
622808.5277777778,18,3,2,-0.005435,28.0135,-20.6767,481.80536
623012.7222222222,20,3,3,-0.003606,24.6944,-0.866357,491.579243
623271.2777777778,18,3,3,-0.003606,24.6944,-0.866357,442.46449900000005
623494.6388888889,297,1,1,0.005245,8.4154,64.54628,3026.5762849999996
623494.6388888889,21,3,1,-0.002714,23.1905,0.891068,486.694694
623538.4722222222,319,4,2,0.001654,16.4206,-43.19642,5363.287674
623538.5277777778,26,3,1,-0.002714,23.1905,0.891068,602.009404
623538.5277777778,725,4,3,0.002252,12.9039,14.2497,10553.2847
623748.0555555555,76,4,2,0.001654,16.4206,-43.19642,1214.322684
624573.7222222222,1832,4,3,0.002252,12.9039,14.2497,31212.410948
624573.9166666666,16,3,1,-0.002714,23.1905,0.891068,371.244284
624573.9722222222,38,4,2,0.001654,16.4206,-43.19642,583.174756
625325.4722222222,34,2,1,0.006566,6.6033,84.98722,317.089716
625376.3333333334,144,2,3,0.004798,9.72422,47.9505,1547.7295080000001
625530.0,63,1,1,0.005245,8.4154,64.54628,615.533885
625570.25,40,1,1,0.005245,8.4154,64.54628,409.55427999999995
625748.4166666666,1686,3,1,-0.002714,23.1905,0.891068,31385.268524
625748.4166666666,1915,4,3,0.002252,12.9039,14.2497,32983.8089
626404.1666666666,87,2,2,0.004184,11.7314,29.3111,1081.611596
626422.5833333334,520,3,1,-0.002714,23.1905,0.891068,11326.085468000001
626422.6111111111,547,4,3,0.002252,12.9039,14.2497,7746.501668
626666.5833333334,1763,2,1,0.006566,6.6033,84.98722,32134.842774
626666.7777777778,116,1,3,0.002895,10.5845,33.544,1300.3011200000003
626666.7777777778,799,2,2,0.004184,11.7314,29.3111,12073.769484000002
626712.0833333334,1790,1,1,0.005245,8.4154,64.54628,31933.61678
626712.0833333334,2047,1,2,-0.002817,22.3117,-7.48475,33860.746396999995
626712.25,556,3,2,-0.005435,28.0135,-20.6767,13874.67514
626712.2777777778,36,4,1,0.00306,12.1257,37.1393,477.63025999999996
626780.9444444445,16,3,2,-0.005435,28.0135,-20.6767,426.14794
626974.1111111111,55,4,2,0.001654,16.4206,-43.19642,864.93993
627256.1388888889,86,3,3,-0.003606,24.6944,-0.866357,2096.182067
627446.5555555555,230,1,1,0.005245,8.4154,64.54628,2277.54878
627531.1388888889,22,1,1,0.005245,8.4154,64.54628,252.22366
627559.0555555555,1686,3,1,-0.002714,23.1905,0.891068,31385.268524
627645.5,55,3,3,-0.003606,24.6944,-0.866357,1346.417493
627650.6666666666,1100,1,3,0.002895,10.5845,33.544,15179.444000000001
627947.4444444445,69,2,3,0.004798,9.72422,47.9505,741.7649580000001
628022.4444444445,57,1,2,-0.002817,22.3117,-7.48475,1255.1297169999998
628162.8888888889,109,1,3,0.002895,10.5845,33.544,1221.6499950000002
628162.9166666666,24,1,2,-0.002817,22.3117,-7.48475,526.3734579999999
628410.3611111111,19,3,2,-0.005435,28.0135,-20.6767,509.61776499999996
628656.8333333334,42,2,2,0.004184,11.7314,29.3111,529.410476
628899.3888888889,51,1,1,0.005245,8.4154,64.54628,507.373925
628976.5277777778,787,3,3,-0.003606,24.6944,-0.866357,17200.181829
629695.1111111111,72,2,2,0.004184,11.7314,29.3111,895.6617560000001
629767.1111111111,679,3,3,-0.003606,24.6944,-0.866357,15104.117397000002
629803.6666666666,195,4,3,0.002252,12.9039,14.2497,2616.1425
630036.8055555555,23,3,2,-0.005435,28.0135,-20.6767,620.758685
630075.5555555555,1617,3,3,-0.003606,24.6944,-0.866357,30501.40990900001
630075.6666666666,1146,3,2,-0.005435,28.0135,-20.6767,24944.921840000003
630126.3333333334,199,1,1,0.005245,8.4154,64.54628,1946.9181250000001
630126.3333333334,52,2,2,0.004184,11.7314,29.3111,650.6574360000001
630126.3333333334,167,3,1,-0.002714,23.1905,0.891068,3798.013822
630126.3888888889,78,3,2,-0.005435,28.0135,-20.6767,2131.30976
630332.1388888889,26,3,2,-0.005435,28.0135,-20.6767,704.00024
630516.6944444445,641,1,1,0.005245,8.4154,64.54628,7613.888524999999
630516.6944444445,113,2,1,0.006566,6.6033,84.98722,915.0013739999999
630571.4722222222,49,2,3,0.004798,9.72422,47.9505,535.957278
630571.5,414,2,2,0.004184,11.7314,29.3111,5603.231564000001
630663.4166666666,60,2,1,0.006566,6.6033,84.98722,504.82282
630772.5,1193,1,1,0.005245,8.4154,64.54628,17569.059484999998
630901.8888888889,22,3,1,-0.002714,23.1905,0.891068,509.76849200000004
630993.6944444445,311,1,1,0.005245,8.4154,64.54628,3189.0373250000002
631140.9166666666,1100,4,1,0.00306,12.1257,37.1393,17078.009299999998
631312.4444444445,117,1,3,0.002895,10.5845,33.544,1311.5601550000001
631312.5,39,1,2,-0.002817,22.3117,-7.48475,858.386893
631601.5277777778,108,4,2,0.001654,16.4206,-43.19642,1749.520636
631673.3333333334,148,1,3,0.002895,10.5845,33.544,1663.4620800000002
631787.0555555555,23,3,1,-0.002714,23.1905,0.891068,532.836862
631952.5833333334,1730,1,3,0.002895,10.5845,33.544,27009.1745
632065.5833333334,32,4,2,0.001654,16.4206,-43.19642,483.95647600000007
632067.3888888889,1744,2,2,0.004184,11.7314,29.3111,33214.659324
632370.1111111111,1580,3,2,-0.005435,28.0135,-20.6767,30672.7193
632370.2222222222,459,1,2,-0.002817,22.3117,-7.48475,9640.097173
632370.3055555555,40,2,2,0.004184,11.7314,29.3111,505.2615
632370.3333333334,21,3,3,-0.003606,24.6944,-0.866357,516.125797
632457.8333333334,108,1,1,0.005245,8.4154,64.54628,1034.58716
632624.9166666666,68,4,2,0.001654,16.4206,-43.19642,1081.0524759999998
633059.0,504,1,1,0.005245,8.4154,64.54628,5638.221799999999
633144.2777777778,1401,1,3,0.002895,10.5845,33.544,20544.737395000004
633178.4444444445,68,2,2,0.004184,11.7314,29.3111,846.3931160000001
633571.0555555555,51,3,1,-0.002714,23.1905,0.891068,1176.547454
634106.6666666666,19,3,2,-0.005435,28.0135,-20.6767,509.61776499999996
634310.2222222222,48,3,1,-0.002714,23.1905,0.891068,1107.782012
634624.1666666666,1846,2,2,0.004184,11.7314,29.3111,35943.359244
634624.1666666666,1989,2,3,0.004798,9.72422,47.9505,38370.892638
634624.3333333334,129,1,3,0.002895,10.5845,33.544,1447.120195
634624.4444444445,35,2,1,0.006566,6.6033,84.98722,324.14607
634933.6111111111,208,1,2,-0.002817,22.3117,-7.48475,4511.474162
634933.6666666666,33,1,3,0.002895,10.5845,33.544,385.98515499999996
635123.5,150,2,3,0.004798,9.72422,47.9505,1614.5384999999999
635123.5,83,2,2,0.004184,11.7314,29.3111,1031.840876
635128.5555555555,153,1,2,-0.002817,22.3117,-7.48475,3340.2621969999996
635174.4166666666,66,2,1,0.006566,6.6033,84.98722,549.406516
635193.5,21,3,3,-0.003606,24.6944,-0.866357,516.125797
635216.1111111111,55,4,2,0.001654,16.4206,-43.19642,864.93993
635258.1666666666,379,1,1,0.005245,8.4154,64.54628,4007.3799249999997
635259.5277777778,1519,4,3,0.002252,12.9039,14.2497,24811.450772
635818.6944444445,48,3,3,-0.003606,24.6944,-0.866357,1176.1566189999999
636146.4166666666,104,2,2,0.004184,11.7314,29.3111,1294.630844
636146.4444444445,824,2,1,0.006566,6.6033,84.98722,9984.262836
636619.3333333334,32,1,2,-0.002817,22.3117,-7.48475,703.605042
636619.3611111111,902,2,1,0.006566,6.6033,84.98722,11383.287684
636902.7222222222,33,4,1,0.00306,12.1257,37.1393,440.61974
637531.2222222222,447,3,2,-0.005435,28.0135,-20.6767,11415.395885
637531.2222222222,20,3,1,-0.002714,23.1905,0.891068,463.615468
637533.4722222222,43,1,2,-0.002817,22.3117,-7.48475,946.709717
