tus,dau,det,typ,erg,adr,keV,st,dt,flag
5.594163,1,3,0,1529,3,23296.5122,21.637208938598633,379.0,False
5.594335,2,3,0,37,6,479.0691,0.7906910181045532,867.0,False
5.594354,1,1,0,63,1,603.7824,1.415129542350769,2132.0,False
5.594503,3,2,0,1605,8,30980.6605,20.17679214477539,1035.0,False
5.594504,3,3,0,137,9,3606.6347,5.0,1036.0,False
5.594504,3,1,0,1531,7,29475.1833,19.0,382.0,False
5.594677,3,2,0,18,8,513.809,0.02761800028383732,174.0,False
5.594836,3,2,0,961,8,22827.0486,19.0,159.0,False
5.594974,1,2,0,29,2,631.9299,1.263859748840332,1190.0,False
5.595214,1,1,0,262,1,2580.8723,11.32348918914795,860.0,False
5.595583,1,1,0,1737,1,30195.75,25.07830047607422,369.0,False
5.595606,3,1,0,1500,7,29084.0298,19.0,1102.0,False
5.595844,3,2,0,17,8,483.6033,0.0,1008.0,False
5.595878,2,2,0,81,5,1079.8635,4.26621150970459,3656.0,False
5.595878,1,3,0,74,3,890.9933,4.127946376800537,1715.0,False
5.596863,3,2,0,45,8,1324.1245,1.21608304977417,1019.0,False
5.596938,1,2,0,1382,2,25370.9883,19.0,1964.0,False
5.597393,3,1,0,67,7,1721.4794,1.9619724750518799,1787.0,False
5.597431,3,3,0,57,9,1516.6163,1.3444108963012695,2927.0,False
5.597649,3,3,0,895,9,20198.6029,17.0,218.0,False
5.597649,1,1,0,1747,1,30460.9172,25.18436622619629,2066.0,False
5.598172,2,2,0,1593,5,29532.6432,23.0,2294.0,False
5.598376,1,2,0,45,2,983.6109,1.9672218561172485,1438.0,False
5.59842,4,3,0,38,12,555.405,1.1108100414276123,4952.0,False
5.598632,4,1,0,33,10,495.6402,0.9564020037651062,6348.0,False
5.598685,4,3,0,76,12,1088.7622,2.2958741188049316,265.0,False
5.598775,3,1,0,20,7,516.3002,1.0,1382.0,False
5.598898,2,3,0,320,6,3079.2298,11.316919326782227,4563.0,False
5.598908,3,3,0,258,9,6644.8449,9.0,1259.0,False
5.599334,2,1,0,49,4,450.7993,1.0159859657287598,5171.0,False
5.599445,1,3,0,72,3,867.4629,3.9397032260894775,3567.0,False
5.599789,1,2,0,24,2,521.7393,1.0434786081314087,1413.0,False
5.599883,2,3,0,111,6,1058.2707,6.194235801696777,985.0,False
5.599889,3,3,0,21,9,554.9984,0.10999680310487747,981.0,False
5.599966,2,3,0,42,6,515.958,1.1595799922943115,83.0,False
5.600369,1,2,0,49,2,1071.31,2.0475399494171143,580.0,False
5.600369,1,1,0,96,1,902.8875,2.6115500926971436,2720.0,False
5.600369,1,3,0,297,3,3639.7747,11.0,924.0,False
5.600664,2,1,0,100,4,878.572,5.785719871520996,1330.0,False
5.601018,3,3,0,199,9,5181.8948,7.3637895584106445,1129.0,False
5.601959,1,3,0,40,3,493.6892,0.9368919730186462,1590.0,False
5.602005,4,1,0,57,10,841.2553,2.365021228790283,3373.0,False
5.602022,2,2,0,1754,5,33578.8756,24.431550979614258,3850.0,False
5.602022,2,3,0,1701,6,30729.8203,23.291927337646484,2056.0,False
5.602194,3,3,0,1608,9,30503.7594,19.40300750732422,1176.0,False
5.6023439999999995,4,3,0,151,12,2156.2805,5.854268550872803,3659.0,False
5.6023439999999995,4,1,0,39,10,581.8358,1.327343225479126,339.0,False
5.602346,4,1,0,73,10,1072.8987,3.194396495819092,2.0,False
5.602346,4,2,0,1560,11,29705.3424,23.0,8225.0,False
5.602496,2,1,0,90,4,792.194,4.921939849853516,1832.0,False
5.603782,2,2,0,1028,5,16881.1892,21.0,1760.0,False
5.603782,4,1,0,1823,10,32364.2847,23.94571304321289,1436.0,False
5.603782,2,3,0,257,6,2410.153,10.700510025024414,1760.0,False
5.603782,2,1,0,36,4,346.8344,0.0,1286.0,False
5.604008,4,3,0,32,12,471.653,0.7165300250053406,1664.0,False
5.604109,2,1,0,349,4,3422.7793,17.0,327.0,False
5.604109,3,1,0,243,7,6060.858,7.24343204498291,5334.0,False
5.6046759999999995,2,1,0,113,4,992.6873,6.926873207092285,567.0,False
5.604749,1,1,0,32,1,333.2189,0.0,4380.0,False
5.604862,3,2,0,24,8,694.7526,0.38950520753860474,7999.0,False
5.604975,4,1,0,92,10,1349.2566,3.9313509464263916,1193.0,False
5.604975,1,2,0,230,2,4947.1434,8.788573265075684,4606.0,False
5.604986,3,2,0,78,8,2300.7847,1.8671897649765015,124.0,False
5.6050699999999996,3,1,0,32,7,825.8636,1.0,961.0,False
5.606024,4,3,0,33,12,485.6029,0.8560289740562439,2016.0,False
5.606163,2,3,0,95,6,926.9957,5.269957065582275,2381.0,False
5.606204,4,3,0,35,12,513.5133,1.027026653289795,180.0,False
5.606204,2,2,0,560,5,8226.2724,19.0,2422.0,False
5.606204,4,1,0,198,10,2916.5758,8.666303634643555,1229.0,False
5.606204,2,1,0,103,4,904.7233,6.0472331047058105,1528.0,False
5.606204,3,2,0,25,8,724.8613,0.4497225880622864,1218.0,False
5.606205,3,1,0,27,7,697.0337,1.0,1135.0,False
5.606205,4,2,0,37,11,570.06,0.1401199996471405,3859.0,False
5.606494,3,1,0,22,7,567.9825,1.0,289.0,False
5.606494,4,2,0,42,11,657.8477,0.3156954050064087,289.0,False
5.606582,2,1,0,188,4,1691.3048,10.686959266662598,378.0,False
5.606582,1,2,0,121,2,2634.7699,3.0,1607.0,False
5.606608,1,1,0,22,1,248.0924,0.0,1859.0,False
5.606768,2,1,0,39,4,370.6433,0.0,186.0,False
5.607308,2,3,0,42,6,515.958,1.1595799922943115,1145.0,False
5.607559,4,2,0,139,11,2371.1796,6.484718322753906,1065.0,False
5.607595,1,3,0,69,3,832.2046,3.657636880874634,5636.0,False
5.607663,3,3,0,19,9,501.191,0.0023819999769330025,5469.0,False
5.607817,1,3,0,31,3,389.4856,0.0,222.0,False
5.607939,2,3,0,1637,6,28899.6035,23.0,631.0,False
5.608097,4,3,0,160,12,2285.7064,6.2856879234313965,1893.0,False
5.608869,3,3,0,1708,9,31538.1114,20.23048973083496,1206.0,False
5.609058,2,1,0,265,4,2479.9465,14.893048286437988,2290.0,False
5.609109,3,3,0,36,9,957.2648,0.9145296216011047,240.0,False
5.609221,2,2,0,79,5,1053.6552,4.1788506507873535,3017.0,False
5.60953,2,2,0,246,5,3346.0392,11.0,309.0,False
5.610231,2,3,0,255,6,2389.7589,10.632529258728027,2292.0,False
5.610552,4,2,0,107,11,1803.8018,4.215207099914551,2993.0,False
5.611246,1,1,0,641,1,7496.1411,21.0,4638.0,False
5.611261,3,2,0,343,8,9596.2421,12.353987693786621,5057.0,False
5.611437,2,3,0,233,6,2168.8615,9.896204948425293,1206.0,False
5.612163,4,3,0,42,12,611.3098,1.222619652748108,4066.0,False
5.612163,2,3,0,143,6,1330.8215,7.102738380432129,726.0,False
5.612163,4,2,0,1693,11,32477.8348,24.982267379760742,1611.0,False
5.612163,1,1,0,53,1,515.4016,1.0616064071655273,917.0,False
5.612163,4,1,0,220,10,3247.2949,9.989179611206055,5959.0,False
5.61272,4,3,0,50,12,723.2873,1.4465745687484741,557.0,False
5.612864,2,1,0,1683,4,29934.6953,24.947755813598633,3806.0,False
5.612896,1,1,0,1640,1,27678.1079,25.0,733.0,False
5.612896,1,2,0,943,2,18453.0946,18.381237030029297,6314.0,False
5.6129,4,2,0,113,11,1910.0236,4.64009428024292,737.0,False
5.6138259999999995,3,2,0,60,8,1769.9326,1.5132883787155151,2565.0,False
5.613852,1,2,0,1693,2,29627.1166,20.701692581176758,956.0,False
5.613852,1,3,0,541,3,6931.5963,15.0,6035.0,False
5.613852,1,1,0,45,1,445.4527,0.45452699065208435,951.0,False
5.614492,4,3,0,49,12,709.2779,1.4185558557510376,1772.0,False
5.6145059999999996,1,3,0,57,3,691.6205,2.532963991165161,654.0,False
5.614589,2,1,0,294,4,2795.7188,16.18287467956543,1725.0,False
5.614643,4,3,0,225,12,3228.8717,7.915486812591553,151.0,False
5.614754,2,3,0,94,6,918.9017,5.189016819000244,2591.0,False
5.614814,2,1,0,69,4,614.7713,3.1477129459381104,225.0,False
5.614932,2,1,0,50,4,458.882,1.1776399612426758,118.0,False
5.614932,1,3,0,21,3,274.1778,0.0,426.0,False
5.61508,2,1,0,185,4,1662.0425,10.530893325805664,148.0,False
5.61508,1,1,0,34,1,350.3702,0.0,1228.0,False
5.615081,1,3,0,124,3,1485.7389,5.647651672363281,149.0,False
5.615488,1,3,0,147,3,1763.5093,6.018012523651123,407.0,False
5.616001,3,2,0,19,8,544.0009,0.0880018025636673,2175.0,False
5.616319,1,1,0,46,1,454.1596,0.541595995426178,1239.0,False
5.616377,3,3,0,1438,9,28513.3365,19.0,7268.0,False
5.616644,2,2,0,34,5,471.9509,0.7195090055465698,7114.0,False
5.616703,2,2,0,1615,5,30074.0036,23.02960205078125,59.0,False
5.616808,1,1,0,410,1,4320.8384,15.0,489.0,False
5.617011,2,1,0,138,4,1217.9348,8.16231918334961,1931.0,False
5.617115,3,1,0,18,7,464.5824,0.6458240151405334,10621.0,False
5.617432,3,3,0,1478,9,29007.9573,19.0,1055.0,False
5.617495,1,3,0,75,3,902.766,4.222127914428711,2007.0,False
5.617797,1,3,0,25,3,320.241,0.0,302.0,False
5.6182,4,2,0,37,11,570.06,0.1401199996471405,5300.0,False
5.618359,2,1,0,45,4,418.5905,0.3718099892139435,1348.0,False
5.61886,1,1,0,82,1,774.5982,2.0983927249908447,2052.0,False
5.6189729999999996,1,3,0,22,3,285.6861,0.0,1176.0,False
5.619014,2,3,0,1573,6,27122.7248,23.0,4260.0,False
5.619014,4,1,0,1057,10,17215.1333,21.0,6851.0,False
5.619151,4,1,0,94,10,1378.4279,4.009140968322754,137.0,False
5.619216,4,3,0,69,12,990.1322,1.98026442527771,4573.0,False
5.619274,4,2,0,35,11,534.9594,0.06991879642009735,1074.0,False
5.619347,2,1,0,56,4,507.6344,2.0763440132141113,988.0,False
5.61952,2,2,0,33,5,459.1978,0.5919780135154724,2817.0,False
5.620455,3,2,0,18,8,513.809,0.02761800028383732,4454.0,False
5.620581,2,3,0,139,6,1296.0234,6.9867448806762695,1567.0,False
5.620649,1,1,0,33,1,341.7893,0.0,1789.0,False
5.620972,4,1,0,388,10,5834.296,15.0,1821.0,False
5.620985,2,1,0,1709,4,30667.1153,25.266845703125,1638.0,False
5.620985,2,2,0,1700,5,32199.948,23.879980087280273,1465.0,False
5.620985,1,3,0,96,3,1151.1451,5.201526641845703,2012.0,False
5.620985,2,3,0,183,6,1690.2617,8.300872802734375,404.0,False
5.621547,1,1,0,1606,1,26819.0145,24.455211639404297,898.0,False
5.621547,3,1,0,145,7,3678.4302,4.356860637664795,4432.0,False
5.621547,3,3,0,1616,9,30590.228,19.472183227539062,4115.0,False
5.621547,1,3,0,49,3,598.2968,1.7863744497299194,562.0,False
5.621547,3,2,0,277,8,7870.3052,9.592488288879395,1092.0,False
5.621547,1,2,0,1860,2,31691.9226,21.676769256591797,7695.0,False
5.622711,4,1,0,34,10,509.9965,1.03998601436615,1726.0,False
5.622879,3,2,0,24,8,694.7526,0.38950520753860474,1332.0,False
5.623189,2,1,0,35,4,338.9225,0.0,2204.0,False
5.623291,4,2,0,33,11,499.8671,0.0,4017.0,False
5.62349,2,2,0,42,5,574.2479,1.445487380027771,2505.0,False
5.623585,1,2,0,25,2,543.7885,1.087576985359192,2038.0,False
5.623585,2,1,0,86,4,757.9844,4.579843997955322,396.0,False
5.623589,3,3,0,42,9,1117.5345,1.078356385231018,2042.0,False
5.623814,2,3,0,145,6,1348.2987,7.1609954833984375,2829.0,False
5.623814,4,2,0,133,11,2264.6347,6.058538913726807,523.0,False
5.623814,4,1,0,283,10,4204.6732,13.0,1103.0,False
5.624105,3,2,0,481,8,13009.8697,15.407896041870117,1226.0,False
5.624227,3,1,0,1690,7,31347.7734,20.078218460083008,2680.0,False
5.624246,2,2,0,277,5,3794.7363,12.178945541381836,756.0,False
5.624246,4,2,0,1564,11,29788.191,23.0,432.0,False
5.624246,2,3,0,1685,6,30267.2657,23.10690689086914,432.0,False
5.624246,4,1,0,62,10,913.5379,2.654151678085327,432.0,False
5.624246,2,1,0,53,4,483.2033,1.664065957069397,661.0,False
5.62428,3,3,0,82,9,2176.6977,1.7844650745391846,691.0,False
5.624359,3,3,0,18,9,474.2721,0.0,79.0,False
5.624562,2,3,0,44,6,530.8048,1.3080480098724365,316.0,False
5.624631,4,3,0,89,12,1272.3874,2.9079580307006836,5415.0,False
5.624643,1,3,0,81,3,973.507,4.788055896759033,3096.0,False
5.624659,3,2,0,22,8,634.4935,0.2689869999885559,554.0,False
5.624672,3,2,0,461,8,12531.5006,15.025200843811035,13.0,False
5.624791,1,2,0,31,2,675.9674,1.351934790611267,1206.0,False
5.625061,1,3,0,22,3,285.6861,0.0,418.0,False
5.62544,1,2,0,46,2,1005.544,2.0036959648132324,649.0,False
5.625449,2,3,0,34,6,457.092,0.5709199905395508,887.0,False
5.625589,2,1,0,87,4,766.5185,4.66518497467041,1343.0,False
5.62563,2,1,0,1771,4,32446.9369,25.978775024414062,41.0,False
5.62563,1,2,0,325,2,6908.9485,11.0,190.0,False
5.62563,1,3,0,2102,3,35018.2666,25.02191925048828,569.0,False
5.625675,3,1,0,19,7,490.4457,0.9044569730758667,1448.0,False
5.625675,3,2,0,1111,8,25239.843,19.0,1003.0,False
5.625832,4,1,0,1576,10,27232.3476,22.785877227783203,1586.0,False
5.62628,1,1,0,137,1,1290.4284,4.548951625823975,4733.0,False
5.626357,3,2,0,109,8,3204.5003,2.4090006351470947,682.0,False
5.626357,1,2,0,1934,2,32557.5734,22.023029327392578,727.0,False
5.626357,2,1,0,435,4,4477.2425,17.0,727.0,False
5.626357,4,3,0,1861,12,31840.362,26.4722900390625,1726.0,False
5.626357,1,3,0,48,3,586.6538,1.693230390548706,727.0,False
5.626357,1,1,0,316,1,3189.0809,13.75632381439209,77.0,False
5.626357,3,3,0,41,9,1090.8482,1.06056547164917,1998.0,False
5.6264009999999995,3,3,0,29,9,769.8236,0.5396472215652466,44.0,False
5.6264009999999995,1,1,0,269,1,2657.9872,11.631948471069336,44.0,False
5.626501,1,1,0,98,1,921.3825,2.685529947280884,100.0,False
5.626815,1,1,0,44,1,436.7564,0.36756399273872375,314.0,False
5.626836,2,1,0,1162,4,16996.546,23.0,479.0,False
5.627008,3,3,0,1609,9,30514.6034,19.41168212890625,607.0,False
5.627035,4,3,0,56,12,807.4175,1.6148350238800049,678.0,False
5.627127,1,2,0,362,2,7659.5206,11.255232810974121,770.0,False
5.627483,2,1,0,87,4,766.5185,4.66518497467041,647.0,False
5.627792,4,2,0,447,11,7940.6808,17.3525447845459,3546.0,False
5.627986,1,1,0,116,1,1089.7273,3.478545665740967,1171.0,False
5.628023,3,2,0,49,8,1443.3117,1.2955411672592163,1666.0,False
5.628052,1,1,0,1223,1,17979.9026,21.0,66.0,False
5.628052,3,2,0,574,8,15161.4378,17.0645751953125,29.0,False
5.628052,1,2,0,860,2,17025.4026,17.810161590576172,925.0,False
5.628238,1,3,0,30,3,377.9324,0.0,1881.0,False
5.628563,2,1,0,58,4,523.9828,2.239828109741211,1080.0,False
5.62869,4,2,0,1181,11,22005.8149,21.0,898.0,False
5.62869,4,1,0,659,10,10236.6284,19.189302444458008,2858.0,False
5.628712,2,3,0,363,6,3565.5784,13.262313842773438,3263.0,False
5.628951,2,3,0,46,6,545.7036,1.457036018371582,239.0,False
5.628967,2,2,0,87,5,1158.6695,4.528898239135742,4721.0,False
5.629118,3,1,0,112,7,2857.0591,3.0,3443.0,False
5.629118,3,2,0,1636,8,31228.0959,20.47371482849121,1066.0,False
5.629118,3,3,0,1737,9,31819.1627,20.45532989501953,2110.0,False
5.629591,1,1,0,48,1,471.6048,0.716048002243042,1539.0,False
5.629607,3,1,0,1054,7,22515.2954,17.0,489.0,False
5.629838,1,2,0,22,2,477.6244,0.7762439846992493,1786.0,False
5.630109,2,3,0,376,6,3717.3541,13.869416236877441,1158.0,False
5.630946,2,3,0,76,6,775.4365,3.7543649673461914,837.0,False
5.631108,1,1,0,1569,1,25897.9078,23.718326568603516,1517.0,False
5.631219,1,1,0,1640,1,27678.1079,25.0,111.0,False
5.631324,4,2,0,59,11,956.7134,0.9134268164634705,2634.0,False
5.631398,1,1,0,43,1,428.0705,0.2807050049304962,179.0,False
5.631777,1,3,0,71,3,855.7052,3.845641613006592,3539.0,False
5.631777,2,3,0,1747,6,32078.2343,23.8312931060791,831.0,False
5.631777,1,2,0,71,2,1552.0743,2.3680496215820312,1939.0,False
5.631869,2,2,0,43,5,587.069,1.522413969039917,2902.0,False
5.631889,4,2,0,50,11,798.4158,0.5968316197395325,565.0,False
5.631968,1,1,0,41,1,410.7303,0.10730300098657608,570.0,False
5.632161,3,3,0,33,9,876.9935,0.7539870142936707,3038.0,False
5.632161,3,2,0,18,8,513.809,0.02761800028383732,3043.0,False
5.632161,3,1,0,24,7,619.6295,1.0,2554.0,False
5.632176,4,3,0,36,12,527.4737,1.0549473762512207,5141.0,False
5.632994,2,2,0,83,5,1106.102,4.353673458099365,1125.0,False
5.633411,2,1,0,31,4,307.3969,0.0,4848.0,False
5.633541,2,3,0,32,6,442.5057,0.42505699396133423,1764.0,False
5.633871,2,3,0,1592,6,27644.6687,23.0,330.0,False
5.633878,3,3,0,34,9,903.7608,0.8075215816497803,1717.0,False
5.634595,3,1,0,97,7,2480.5233,2.9740309715270996,2434.0,False
5.634761,1,2,0,1676,2,29408.2809,20.52662467956543,2984.0,False
5.634878,1,1,0,45,1,445.4527,0.45452699065208435,2910.0,False
5.6351189999999995,1,1,0,48,1,471.6048,0.716048002243042,241.0,False
5.635151,4,3,0,69,12,990.1322,1.98026442527771,2975.0,False
5.635442,2,1,0,1686,4,30018.7844,25.00751304626465,2031.0,False
5.635722,1,2,0,148,2,3213.6792,3.8547167778015137,961.0,False
5.635831,1,2,0,721,2,14549.1571,17.0,109.0,False
5.635831,3,3,0,358,9,9044.0469,13.470475196838379,1953.0,False
5.635831,1,1,0,1907,1,34846.3645,26.93854522705078,712.0,False
5.636576,1,3,0,21,3,274.1778,0.0,4799.0,False
5.636727,4,2,0,169,11,2905.0233,8.62009334564209,4838.0,False
5.636727,2,2,0,249,5,3389.1445,11.0,3733.0,False
5.636727,4,3,0,63,12,905.7288,1.811457633972168,1576.0,False
5.637052,2,1,0,426,4,4362.6644,17.0,1610.0,False
5.637755,1,1,0,144,1,1358.3576,4.911240577697754,1924.0,False
5.637759,4,2,0,46,11,728.1151,0.45623019337654114,1032.0,False
5.637759,2,3,0,57,6,628.5782,2.2857820987701416,3888.0,False
5.637759,4,1,0,1924,10,34530.4992,24.81220054626465,9069.0,False
5.637828,3,2,0,19,8,544.0009,0.0880018025636673,5667.0,False
5.638176,1,3,0,1775,3,28128.266,23.0,1600.0,False
5.638176,4,3,0,1762,12,29842.5446,24.874034881591797,1449.0,False
5.638176,1,1,0,92,1,866.0234,2.4640936851501465,421.0,False
5.638176,3,2,0,67,8,1976.9089,1.6512726545333862,348.0,False
5.638176,1,2,0,1907,2,32245.2354,21.898094177246094,2345.0,False
5.638178,3,3,0,428,9,10663.3338,15.530667304992676,2347.0,False
5.638178,3,1,0,18,7,464.5824,0.6458240151405334,3583.0,False
5.638275,3,2,0,763,8,19164.5175,18.665807723999023,99.0,False
5.638275,3,3,0,1228,9,25651.1898,19.0,97.0,False
5.638288,4,2,0,35,11,534.9594,0.06991879642009735,529.0,False
5.638292,4,2,0,1548,11,29456.9953,23.0,4.0,False
5.638313,2,2,0,78,5,1040.5624,4.1352081298828125,1586.0,False
5.639151,3,3,0,292,9,7471.917,10.887667655944824,876.0,False
5.6391729999999995,4,3,0,1863,12,31881.0756,26.504859924316406,997.0,False
5.639613,4,3,0,76,12,1088.7622,2.2958741188049316,440.0,False
5.639613,4,2,0,251,11,4373.7105,13.0,1321.0,False
5.639649,1,3,0,49,3,598.2968,1.7863744497299194,1473.0,False
5.639649,1,2,0,1676,2,29408.2809,20.52662467956543,1473.0,False
5.639649,3,2,0,486,8,13128.5955,15.502876281738281,1374.0,False
5.639649,1,1,0,76,1,720.2469,1.8809876441955566,1473.0,False
5.639814,1,1,0,256,1,2515.1832,11.0607328414917,165.0,False
5.639873,2,1,0,1714,4,30808.9108,25.323564529418945,2821.0,False
5.639888,4,2,0,1346,11,25321.2707,23.0,275.0,False
5.639888,4,1,0,85,10,1247.2787,3.659409761428833,2129.0,False
5.639888,4,3,0,1634,12,27310.3852,23.0,275.0,False
5.639914,4,1,0,275,10,4082.2535,13.0,26.0,False
5.639945,1,1,0,1886,1,34255.4527,26.702180862426758,131.0,False
5.639945,2,1,0,318,4,3064.8068,17.0,72.0,False
5.639945,2,3,0,71,6,736.3338,3.363337993621826,2186.0,False
5.640089,4,3,0,93,12,1329.0065,3.0966882705688477,201.0,False
5.640589,4,1,0,1861,10,33174.6828,24.269872665405273,675.0,False
5.640589,4,3,0,112,12,1598.7125,3.9957082271575928,500.0,False
5.640589,3,1,0,71,7,1823.1454,2.097527265548706,2411.0,False
5.640589,4,2,0,1237,11,23124.7368,21.49979019165039,701.0,False
5.640888,1,1,0,163,1,1545.3298,5.908425807952881,943.0,False
5.641258,3,3,0,30,9,796.6312,0.5932623744010925,2107.0,False
5.641307,1,1,0,787,1,9791.9578,21.0,419.0,False
5.641401,1,3,0,158,3,1897.2888,6.196384906768799,1752.0,False
5.641401,2,1,0,1682,4,29906.69,24.925352096557617,1456.0,False
5.641463,3,1,0,17,7,438.7102,0.38710200786590576,874.0,False
5.641724,3,2,0,331,8,9286.9273,11.859084129333496,2075.0,False
5.642051,3,1,0,36,7,928.7683,1.0,588.0,False
5.642301,2,1,0,1419,4,22964.8313,23.0,900.0,False
5.642345,1,2,0,201,2,4338.3372,6.353348731994629,2696.0,False
5.642345,1,1,0,46,1,454.1596,0.541595995426178,1038.0,False
5.642651,4,3,0,320,12,4633.9592,13.535837173461914,2062.0,False
5.6427439999999995,3,3,0,114,9,3012.3816,3.0495264530181885,1486.0,False
5.643228,1,1,0,35,1,358.9615,0.0,883.0,False
5.643347,3,3,0,35,9,930.5179,0.8610358238220215,603.0,False
5.643531,1,1,0,25,1,273.5201,0.0,303.0,False
5.643585,4,3,0,33,12,485.6029,0.8560289740562439,934.0,False
5.643908,1,3,0,46,3,563.3827,1.5070616006851196,2507.0,False
5.643951,1,3,0,50,3,609.9448,1.8795584440231323,43.0,False
5.644099,2,1,0,55,4,499.4785,1.9895700216293335,1798.0,False
5.644366,1,1,0,317,1,3200.6327,13.802531242370605,835.0,False
5.644415,3,2,0,17,8,483.6033,0.0,2691.0,False
5.644816,3,3,0,19,9,501.191,0.0023819999769330025,1469.0,False
5.644816,1,3,0,27,3,343.3026,0.0,865.0,False
5.644816,2,1,0,200,4,1809.452,11.31707763671875,717.0,False
5.644816,4,1,0,191,10,2811.7382,8.246953010559082,4227.0,False
5.644953,3,2,0,375,8,10411.3213,13.329056739807129,538.0,False
5.644953,3,1,0,469,7,11231.0853,15.984868049621582,2902.0,False
5.645456,1,1,0,32,1,333.2189,0.0,1090.0,False
5.645782,2,1,0,1736,4,31436.4344,25.574573516845703,966.0,False
5.64593,2,3,0,36,6,471.7304,0.717303991317749,5985.0,False
5.646183,1,3,0,617,3,8017.5719,19.4140567779541,1367.0,False
5.646183,3,1,0,1667,7,31090.7338,19.872587203979492,1230.0,False
5.646573,3,1,0,1683,7,31270.0394,20.01603126525879,390.0,False
5.646574,4,3,0,42,12,611.3098,1.222619652748108,2989.0,False
5.646574,3,2,0,17,8,483.6033,0.0,1621.0,False
5.646574,3,3,0,229,9,5930.1656,8.860331535339355,1758.0,False
5.647008,3,1,0,99,7,2530.8431,3.0,435.0,False
5.647137,3,2,0,1608,8,31005.1882,20.206226348876953,563.0,False
5.647378,4,1,0,49,10,725.8036,1.903214454650879,2562.0,False
5.647378,4,3,0,1843,12,31474.5695,26.179655075073242,804.0,False
5.647378,2,3,0,912,6,11891.1332,23.0,1448.0,False
5.647378,4,2,0,1631,11,31180.8343,23.94466781616211,6784.0,False
5.647378,2,2,0,121,5,1610.3694,6.03456449508667,9065.0,False
5.647452,4,2,0,1467,11,27788.4569,23.0,74.0,False
5.647452,4,1,0,45,10,668.1703,1.672681212425232,74.0,False
5.647452,3,1,0,64,7,1645.1371,1.860182762145996,444.0,False
5.648361,3,3,0,57,9,1516.6163,1.3444108963012695,1787.0,False
5.6484,3,3,0,20,9,528.0997,0.05619940161705017,39.0,False
5.648584,3,3,0,48,9,1277.4402,1.184960126876831,184.0,False
5.648631,3,1,0,16,7,412.8292,0.1282919943332672,1179.0,False
5.648768,2,2,0,40,5,548.6284,1.2917704582214355,1390.0,False
5.648768,4,2,0,263,11,4589.809,13.0,1316.0,False
5.648768,4,3,0,1576,12,26181.8902,23.0,1390.0,False
5.648768,2,3,0,742,6,8893.5888,22.114871978759766,1390.0,False
5.64928,2,1,0,37,4,354.7585,0.0,3498.0,False
5.64928,2,2,0,56,5,754.4301,2.526580572128296,512.0,False
5.649304,2,1,0,93,4,817.9793,5.179792881011963,24.0,False
5.649374,1,3,0,86,3,1032.595,5.043459892272949,3191.0,False
5.649576,3,2,0,16,8,453.3836,0.0,2439.0,False
5.649771,4,2,0,323,11,5674.7767,14.349553108215332,1003.0,False
5.649821,2,3,0,404,6,4051.7301,15.206920623779297,1053.0,False
5.649926,4,3,0,1701,12,28628.6561,23.902925491333008,1158.0,False
5.649926,4,2,0,1601,11,30556.1127,23.44489097595215,155.0,False
5.649926,2,3,0,1296,6,20047.1811,23.0,105.0,False
5.649926,4,1,0,1270,10,21200.6464,21.0,2474.0,False
5.65008,3,3,0,45,9,1197.5329,1.1316885948181152,1496.0,False
5.650164,4,1,0,1803,10,31939.9946,23.775997161865234,238.0,False
5.650712,4,2,0,1269,11,23767.0381,22.013629913330078,786.0,False
5.650732,4,3,0,1807,12,30746.3885,25.597110748291016,806.0,False
5.650767,2,1,0,1673,4,29655.1913,24.724153518676758,1463.0,False
5.650856,2,3,0,119,6,1125.1583,6.417194366455078,930.0,False
5.650856,2,2,0,259,5,3533.3194,11.133277893066406,1576.0,False
5.65089,3,2,0,29,8,845.1576,0.6903151869773865,1314.0,False
5.650891,3,3,0,76,9,2018.8544,1.6792362928390503,811.0,False
5.651036,3,1,0,20,7,516.3002,1.0,2405.0,False
5.651293,4,3,0,47,12,681.2695,1.3625390529632568,561.0,False
5.651543,3,1,0,381,7,9271.6245,13.834599494934082,507.0,False
5.651549,2,1,0,42,4,394.562,0.0,782.0,False
5.651917,3,1,0,19,7,490.4457,0.9044569730758667,374.0,False
5.652026,3,3,0,16,9,420.404,0.0,1135.0,False
5.652066,3,1,0,256,7,6370.5105,8.48204231262207,149.0,False
5.652118,3,1,0,147,7,3727.9005,4.455801010131836,52.0,False
5.652387,4,2,0,116,11,1963.1624,4.852649688720703,1655.0,False
5.653265,4,2,0,1363,11,25666.0686,23.0,878.0,False
5.653265,2,2,0,817,5,12774.4266,19.219541549682617,2409.0,False
5.653265,4,3,0,397,12,5796.0099,16.59202003479004,1972.0,False
5.653283,1,2,0,39,2,851.8964,1.7037928104400635,10938.0,False
5.653308,3,2,0,17,8,483.6033,0.0,2418.0,False
5.653639,1,3,0,77,3,926.3264,4.410611152648926,4265.0,False
5.653861,4,3,0,53,12,765.3367,1.5306733846664429,596.0,False
5.654161,4,3,0,52,12,751.3167,1.5026334524154663,300.0,False
5.654161,3,1,0,482,7,11514.7424,16.211793899536133,2043.0,False
5.6546899999999996,3,3,0,252,9,6497.6778,9.0,2664.0,False
5.654829,3,2,0,16,8,453.3836,0.0,1521.0,False
5.65512,2,3,0,51,6,583.1785,1.831784963607788,4264.0,False
5.655133,4,1,0,1644,10,28621.7332,23.0,4969.0,False
