lat,lon,alt,mlat,cr,time
45.9965595446885,89.1828934571942,411.423610229043,43.6390495300293,6353,2019-03-05T02:08:34
45.0933194291843,91.515005834201,411.274154083546,42.724151611328125,6155,2019-03-05T02:09:04
44.1389175402671,93.7685650785071,411.117144092707,41.759132385253906,5893,2019-03-05T02:09:34
43.1366837643673,95.9445289818657,410.953233737483,40.74789810180664,5480,2019-03-05T02:10:04
42.0896915998271,98.0447114661579,410.784261973626,39.6942024230957,5361,2019-03-05T02:10:34
41.0010799700743,100.071209039609,410.611101469275,38.60196304321289,5210,2019-03-05T02:11:04
39.8736114561564,102.026592035621,410.435523342054,37.47486114501953,4832,2019-03-05T02:11:34
38.710140027593,103.913600536778,410.258754695492,36.316802978515625,4485,2019-03-05T02:12:04
37.5131511149529,105.73529384781,410.082746796965,35.131473541259766,4418,2019-03-05T02:12:34
36.2851711196601,107.494685418011,409.908097131678,33.92277908325195,3914,2019-03-05T02:13:04
35.0284075565118,109.195066891382,409.736887103949,32.69451904296875,4007,2019-03-05T02:13:34
33.7450910201426,110.839527186332,409.570420842122,31.45075035095215,3754,2019-03-05T02:14:04
32.4371444599714,112.431357552702,409.410194002322,30.195526123046875,3669,2019-03-05T02:14:34
31.1065370326696,113.973595041022,409.257864916483,28.933292388916016,3447,2019-03-05T02:15:04
29.754935439661,115.469421183347,409.114634631341,27.66864776611328,3115,2019-03-05T02:15:34
28.3840733657486,116.92172498501,408.982137382581,26.406776428222656,3260,2019-03-05T02:16:04
26.9953645477917,118.333584386328,408.861300668269,25.15321922302246,2768,2019-03-05T02:16:34
25.5904687281974,119.707569044817,408.754463865729,23.914548873901367,2983,2019-03-05T02:17:04
24.1704662138556,121.046698851888,408.662135799535,22.69777488708496,3010,2019-03-05T02:17:34
22.73683613866,122.353306426428,408.585919164495,21.511445999145508,2775,2019-03-05T02:18:04
21.2897571830938,123.630836504523,408.526935787914,20.364459991455078,2832,2019-03-05T02:18:34
19.8322836415833,124.880006783146,408.486589795725,19.26960563659668,2859,2019-03-05T02:19:04
18.3642184614997,126.104256831065,408.465614336157,18.238922119140625,2740,2019-03-05T02:19:34
16.887055520675,127.305427563096,408.466075581643,17.287696838378906,2593,2019-03-05T02:20:04
15.3480607695011,128.527872325832,408.488489895153,16.40380859375,2646,2019-03-05T02:20:35
13.854798581325,129.689037543595,408.533521631511,15.667256355285645,2675,2019-03-05T02:21:05
12.3546284047361,130.833898446979,408.601187988347,15.064180374145508,2743,2019-03-05T02:21:35
10.8488746613688,131.964026535058,408.692646625073,14.612606048583984,2799,2019-03-05T02:22:05
9.33798208938912,133.081598799786,408.807828046278,14.327324867248535,2601,2019-03-05T02:22:35
7.82302034512686,134.188236529451,408.948390287759,14.21834945678711,2782,2019-03-05T02:23:05
6.30341407725677,135.286706752052,409.113767903022,-14.289063453674316,2842,2019-03-05T02:23:35
4.78221563917196,136.377103715481,409.303889004593,-14.535439491271973,2818,2019-03-05T02:24:05
3.25984156879082,137.46140732977,409.519450737715,-14.94671630859375,2655,2019-03-05T02:24:35
1.73526190970801,138.542578026164,409.760731736682,-15.508028984069824,2936,2019-03-05T02:25:05
0.209872986966625,139.62181787938,410.026810823281,-16.201183319091797,2641,2019-03-05T02:25:35
-1.31532530458177,140.700608997737,410.317576728236,-17.00720977783203,2715,2019-03-05T02:26:05
-2.83996813863363,141.780883245529,410.632843754191,-17.908164978027344,2747,2019-03-05T02:26:35
-4.36305335848939,142.864127091199,410.972281748643,-18.887340545654297,2714,2019-03-05T02:27:05
-5.88424236116096,143.952313717683,411.33515320219,-19.930421829223633,2799,2019-03-05T02:27:35
-7.40237660509266,145.046852090422,411.72051498783,-21.024587631225586,2777,2019-03-05T02:28:05
